title;topik;contentSnippet;isoDate;link;sumber
Kronologi Tumbangnya Raksasa Tekstil Sritex yang Tutup per 1 Maret;ekonomi;Sritex awalnya gagal membayar utang sehingga digugat PKPU oleh kreditur dan divonis pailit oleh pengadilan dan putusannya dikuatkan oleh MA.;2025-02-28T04:23:50.000Z;https://www.cnnindonesia.com/ekonomi/20250228110105-92-1203432/kronologi-tumbangnya-raksasa-tekstil-sritex-yang-tutup-per-1-maret;cnn
Antrean SPBU Shell Mengular, Mendadak Ramai Usai Isu BBM Oplosan;ekonomi;Antrean di SPBU Shell tampak mengular. SPBU swasta ini mendadak ramai dan jadi 'primadona' pilihan masyarakat usai mencuat isu BBM oplosan.;2025-02-28T04:07:16.000Z;https://www.cnnindonesia.com/ekonomi/20250228103629-85-1203410/antrean-spbu-shell-mengular-mendadak-ramai-usai-isu-bbm-oplosan;cnn
ID Food Harap Dapat Suntikan Dana Usai Gabung Danantara;ekonomi;Dirut ID Food Sis Apik berharap mendapat suntikan dana untuk mencapai swasembada pangan usai bergabung ke Danantara.;2025-02-28T03:57:35.000Z;https://www.cnnindonesia.com/ekonomi/20250227125417-92-1203071/id-food-harap-dapat-suntikan-dana-usai-gabung-danantara;cnn
BPK Ungkap Uang Negara Sering Mengendap di Bank;ekonomi;Badan Pemeriksa Keuangan (BPK) mengungkapkan uang negara selama ini ternyata banyak mengendap di bank.;2025-02-28T03:31:39.000Z;https://www.cnnindonesia.com/ekonomi/20250227142353-532-1203124/bpk-ungkap-uang-negara-sering-mengendap-di-bank;cnn
Sritex Jadi Milik Kurator Usai Tutup dan PHK Seluruh Karyawan;ekonomi;Sritex resmi menjadi milik kurator menyusul penutupan perusahaan pada Sabtu (1/3) besok. Seluruh karyawan di-PHK pada Rabu kemarin (26/2).;2025-02-28T03:07:10.000Z;https://www.cnnindonesia.com/ekonomi/20250228095759-92-1203387/sritex-jadi-milik-kurator-usai-tutup-dan-phk-seluruh-karyawan;cnn
Pendaftaran CPNS 2025 Kapan Dibuka? Ini Perkiraannya;ekonomi;Sebagian masyarakat mungkin tengah menanti kabar pendaftaran CPNS 2025 kapan dibuka. Ketahui perkiraan waktunya untuk bersiap-siap.;2025-02-28T03:00:45.000Z;https://www.cnnindonesia.com/ekonomi/20250225071104-537-1202051/pendaftaran-cpns-2025-kapan-dibuka-ini-perkiraannya;cnn
10.665 Buruh Jadi Korban PHK Massal Sritex Group;ekonomi;Kemnaker mencatat karyawan yang terkena PHK massal Group Sritex mencapai 10 ribu. PHK terbanyak di pabrik Sukoharjo, yakni 8.504 buruh.;2025-02-28T02:33:14.000Z;https://www.cnnindonesia.com/ekonomi/20250228091750-92-1203362/10665-buruh-jadi-korban-phk-massal-sritex-group;cnn
Rupiah Terbakar di Rp16.550 Pagi Ini;ekonomi;Nilai tukar rupiah dibuka melemah 0,59 persen ke Rp16.550 per dolar AS pada perdagangan pasar spot pada Jumat (28/2) pagi.;2025-02-28T02:14:47.000Z;https://www.cnnindonesia.com/ekonomi/20250228091130-78-1203357/rupiah-terbakar-di-rp16550-pagi-ini;cnn
Hari Ini 8.400 Karyawan Sritex Terakhir Kerja;ekonomi;Seluruh karyawan Sritex yang mencapai 8.400 orang terkena PHK pada Rabu (26/2) dan perusahaan akan tutup per 1 Maret 2025.;2025-02-28T02:01:43.000Z;https://www.cnnindonesia.com/ekonomi/20250228083243-92-1203334/hari-ini-8400-karyawan-sritex-terakhir-kerja;cnn
Menpar Lobi Hotel-Restoran Tak PHK Massal Meski Ada Efisiensi Anggaran;ekonomi;Menteri Pariwisata (Menpar) Widiyanti Putri Wardhana melobi pihak hotel dan restoran agar tak melakukan pemutusan hubungan kerja (PHK) massal.;2025-02-28T01:40:45.000Z;https://www.cnnindonesia.com/ekonomi/20250227194757-92-1203273/menpar-lobi-hotel-restoran-tak-phk-massal-meski-ada-efisiensi-anggaran;cnn
Daftar 15 Golongan yang Akan Gratis Naik Transjakarta, MRT dan LRT;ekonomi;Pemprov DKI Jakarta akan memperluas layanan transportasi umum gratis. Ada 15 golongan warga yang akan gratis naik Transjakarta, MRT dan LRT.;2025-02-28T01:27:31.000Z;https://www.cnnindonesia.com/ekonomi/20250228074303-92-1203326/daftar-15-golongan-yang-akan-gratis-naik-transjakarta-mrt-dan-lrt;cnn
Cara Cek Faskes 1 BPJS Kesehatan Kita Terdaftar di Mana;ekonomi;Cara cek lokasi faskes 1 BPJS Kesehatan tempat kita terdaftar cukup mudah. Peserta bisa mengeceknya secara online sehingga tak perlu repot ke kantor cabang.;2025-02-28T01:00:00.000Z;https://www.cnnindonesia.com/ekonomi/20250225114924-83-1202183/cara-cek-faskes-1-bpjs-kesehatan-kita-terdaftar-di-mana;cnn
Pembelian Token Listrik PLN Diskon 50 Persen Berakhir Hari Ini;ekonomi;Diskon 50 persen token listrik PLN berakhir hari ini (28/2). Token tak akan hangus meski diinput pada masa promo berakhir.;2025-02-28T00:40:22.000Z;https://www.cnnindonesia.com/ekonomi/20250228071816-85-1203323/pembelian-token-listrik-pln-diskon-50-persen-berakhir-hari-ini;cnn
Mungkinkah Indonesia Bisa Beralih ke Pembangkit Nuklir di 2032?;ekonomi;Kisah kelam Chernobyl hingga Fukushima membayangi ambisi bangun PLTN di 2032. Bahayanya dinilai tidak setara dengan iming-iming energi murah berbasis nuklir.;2025-02-28T00:25:00.000Z;https://www.cnnindonesia.com/ekonomi/20250228062641-85-1203317/mungkinkah-indonesia-bisa-beralih-ke-pembangkit-nuklir-di-2032;cnn
Bulog Sebut Masa Defisit Beras Berakhir Saat Ramadan;ekonomi;Bulog memperkiran Indonesia akan surplus beras sekitar 2,6 juta pada Maret atau Ramadhan usai defisit sejak awal tahun.;2025-02-28T00:15:55.000Z;https://www.cnnindonesia.com/ekonomi/20250227123456-92-1203058/bulog-sebut-masa-defisit-beras-berakhir-saat-ramadan;cnn
Cara Jadi Nasabah Bank Emas;ekonomi;Presiden Prabowo Subianto meresmikan layanan bank emas atau bullion bank pertama di Indonesia pada Rabu (27/2) kemarin.;2025-02-27T23:40:29.000Z;https://www.cnnindonesia.com/ekonomi/20250227185235-78-1203250/cara-jadi-nasabah-bank-emas;cnn
Ahok Soal Akan Diperiksa Kejagung: Aku Senang Dimintai Keterangan;ekonomi;Basuki Tjahaja Purnama (Ahok) mengaku bersedia untuk dimintai keterangan oleh Kejagung terkait kasus korupsi tata kelola minyak minyak mentah periode 2018-2023.;2025-02-27T23:25:36.000Z;https://www.cnnindonesia.com/ekonomi/20250228051748-85-1203313/ahok-soal-akan-diperiksa-kejagung-aku-senang-dimintai-keterangan;cnn
IHSG Berpeluang Bangkit Jelang Akhir Pekan;ekonomi;IHSG masih berpotensi mengalami tekanan hari ini (28/2), namun dampaknya diperkirakan akan lebih terbatas.;2025-02-27T23:19:36.000Z;https://www.cnnindonesia.com/ekonomi/20250228060522-92-1203315/ihsg-berpeluang-bangkit-jelang-akhir-pekan;cnn
Bahlil Minta Kepala Daerah Mudahkan Izin Perusahaan Eksplorasi Migas;ekonomi;Menteri ESDM Bahlil Lahadalia meminta kepala daerah permudah izin perusahaan untuk eksplorasi migas demi mewujudkan misi Presiden Prabowo soal ketahanan energi.;2025-02-27T15:45:56.000Z;https://www.cnnindonesia.com/ekonomi/20250227223248-85-1203293/bahlil-minta-kepala-daerah-mudahkan-izin-perusahaan-eksplorasi-migas;cnn
Sritex Tutup Total 1 Maret, 8.400 Karyawan Terakhir Kerja Besok;ekonomi;Disperinaker Sukoharjo menuturkan seluruh karyawan PT Sritex resmi terkena PHK per Rabu (26/2) menyusul perusahaan yang tutup total per tanggal 1 Maret 2025.;2025-02-27T14:53:26.000Z;https://www.cnnindonesia.com/ekonomi/20250227213928-92-1203290/sritex-resmi-tutup-total-1-maret-8400-karyawan-kena-phk;cnn
Sembako Aman, Khofifah Minta Warga Jatim Tak Panic Buying Saat Ramadan;ekonomi;Gubernur Jawa Timur Khofifah Indar Parawansa mengimbau masyarakat untuk tidak panic buying jelang Ramadan.;2025-02-27T14:20:27.000Z;https://www.cnnindonesia.com/ekonomi/20250227123453-92-1203057/sembako-aman-khofifah-minta-warga-jatim-tak-panic-buying-saat-ramadan;cnn
Respons Isu BBM, Cak Imin-Bahlil Rancang Pola Subsidi Energi;ekonomi;Cak Imin bersama Bahlil tengah merancang pola subsidi energi yang tepat buntut dugaan beredarnya BBM oplosan.;2025-02-27T14:00:43.000Z;https://www.cnnindonesia.com/ekonomi/20250227192918-85-1203266/respons-isu-bbm-cak-imin-bahlil-rancang-pola-subsidi-energi;cnn
FOTO: Penampakan Pemadaman Listrik Besar-besaran di Chile;ekonomi;Pemadaman listrik besar-besaran melanda sejumlah daerah di Chile. Pemerintah mengumumkan keadaan darurat buntut masalah itu.;2025-02-27T13:55:58.000Z;https://www.cnnindonesia.com/ekonomi/20250226160017-87-1202718/foto-penampakan-pemadaman-listrik-besar-besaran-di-chile;cnn
Ahok Buka Suara soal Kemungkinan Dipanggil Kejagung di Kasus Pertamina;ekonomi;Basuki Tjahaja Purnama alias Ahok buka suara soal kemungkinan dipanggil Kejaksaan Agung (Kejagung) dalam kasus impor minyak mentah.;2025-02-27T13:37:38.000Z;https://www.cnnindonesia.com/ekonomi/20250227202446-85-1203281/ahok-buka-suara-soal-kemungkinan-dipanggil-kejagung-di-kasus-pertamina;cnn
Kepala BGN Tegaskan Daerah Tak Perlu Tambah Anggaran Makan Gratis;ekonomi;Kepala BGN Dadan Hindayana menegaskan program makan bergizi gratis (MBG) dibayar oleh badannya yang bersumber dari APBN.;2025-02-27T13:20:21.000Z;https://www.cnnindonesia.com/ekonomi/20250227192632-92-1203267/kepala-bgn-tegaskan-daerah-tak-perlu-tambah-anggaran-makan-gratis;cnn
Hashim Sebut Jerman Ambil Alih Pimpin JETP Usai AS Hengkang;ekonomi;Adik Presiden Prabowo Subianto, Hashim Djojohadikusumo menyebut Jerman ambil alih pimpinan JETP usai AS hengkang dari kemitraan tersebut.;2025-02-27T13:00:33.000Z;https://www.cnnindonesia.com/ekonomi/20250227160229-85-1203175/hashim-sebut-jerman-ambil-alih-pimpin-jetp-usai-as-hengkang;cnn
Kemnaker Bantah Ramai PHK Sebelum Puasa Demi Tak Bayar THR;ekonomi;Kementerian Ketenagakerjaan (Kemnaker) membantah banyak perusahaan sengaja melakukan pemutusan hubungan kerja (PHK) sebelum puasa.;2025-02-27T12:47:03.000Z;https://www.cnnindonesia.com/ekonomi/20250227193927-92-1203269/kemnaker-bantah-ramai-phk-sebelum-puasa-demi-tak-bayar-thr;cnn
Jasa Raharja Raup Laba Rp1,3 T Sepanjang 2024;ekonomi;PT Jasa Raharja meraup laba bersih sebesar Rp1,3 triliun sepanjang 2024.;2025-02-27T12:30:03.000Z;https://www.cnnindonesia.com/ekonomi/20250227191253-78-1203261/jasa-raharja-raup-laba-rp13-t-sepanjang-2024;cnn
DPR Tegaskan Uji Lab BBM Rutin Dilakukan di Kementerian ESDM;ekonomi;Komisi XII DPR RI menegaskan pemerintah rutin melakukan uji lab untuk memastikan kualitas BBM yang beredar di lapangan sesuai dengan standar.;2025-02-27T12:20:56.000Z;https://www.cnnindonesia.com/ekonomi/20250227164033-85-1203193/dpr-tegaskan-uji-lab-bbm-rutin-dilakukan-di-kementerian-esdm;cnn
Cara Membatalkan Tiket Kereta Api Online lewat Aplikasi dan Website;ekonomi;Cara membatalkan tiket kereta api secara online bisa dilakukan dengan dua cara, yakni melalui aplikasi KAI Access dan website resmi.;2025-02-27T12:15:03.000Z;https://www.cnnindonesia.com/ekonomi/20250224151153-97-1201876/cara-membatalkan-tiket-kereta-api-online-lewat-aplikasi-dan-website;cnn
Cak Imin: Lembaga Zakat - Filantropi Akan Wajib Pakai Data Pemerintah;ekonomi;Menko Cak Imin menyebut lembaga zakat dan filantropi akan diwajibkan memakai Data Tunggal Sosial Ekonomi (DTSEN) milik pemerintah.;2025-02-27T12:00:55.000Z;https://www.cnnindonesia.com/ekonomi/20250227182855-92-1203236/cak-imin-lembaga-zakat-filantropi-akan-wajib-pakai-data-pemerintah;cnn
BPK Akan Audit Sistem Coretax;ekonomi;Badan Pemeriksa Keuangan (BPK) tengah melakukan audit coretax alias sistem perpajakan canggih milik Indonesia senilai Rp1,3 triliun.;2025-02-27T11:40:27.000Z;https://www.cnnindonesia.com/ekonomi/20250227151745-532-1203151/bpk-akan-audit-sistem-coretax;cnn
Nasib THR Ojol Ditentukan Paling Lama 2 Pekan Lagi;ekonomi;Kemnaker berjanji akan mengumumkan kebijakan pemberian tunjangan hari raya (THR) pada pengemudi ojek online (ojol) paling lambat dua pekan lagi.;2025-02-27T11:26:08.000Z;https://www.cnnindonesia.com/ekonomi/20250227180746-92-1203232/nasib-thr-ojol-ditentukan-paling-lama-2-pekan-lagi;cnn
Transaksi Bursa Karbon Capai Rp76 M Sejak 2023;ekonomi;OJK mencatat perdagangan bursa karbon mencapai Rp76,56 miliar per 24 Februari 2025 atau setara dengan volume transaksi 1.557.326 ton CO2 ekuivalen.;2025-02-27T11:07:31.000Z;https://www.cnnindonesia.com/ekonomi/20250225175324-78-1202367/transaksi-bursa-karbon-capai-rp76-m-sejak-2023;cnn
Bahlil Minta Tak Ragukan Produk Pertamina di Tengah Isu BBM Oplosan;ekonomi;Menteri ESDM Bahlil Lahadalia meminta masyarakat tak perlu khawatir dengan produk PT Pertamina (Persero) di tengah maraknya isu BBM oplosan.;2025-02-27T10:57:14.000Z;https://www.cnnindonesia.com/ekonomi/20250227171503-85-1203214/bahlil-minta-tak-ragukan-produk-pertamina-di-tengah-isu-bbm-oplosan;cnn
BGN Wajibkan Penyedia Makan Bergizi Gratis Upload Makanan di Medsos;ekonomi;Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mewajibkan penyedia makan bergizi gratis untuk mengupload makanan yang mereka akan sajikan di media sosial.;2025-02-27T10:24:45.000Z;https://www.cnnindonesia.com/ekonomi/20250227164442-92-1203202/bgn-wajibkan-penyedia-makan-bergizi-gratis-upload-makanan-di-medsos;cnn
Wamen Investasi Ungkap Alasan Rosan Rangkap Jabatan di Danantara-BKPM;ekonomi;Kementerian Investasi/BKPM menyebut keberadaan Rosan Roeslani di Danantara dan BKPM penting demi konsolidasi cepat dua lembaga dalam genjot investasi.;2025-02-27T10:05:51.000Z;https://www.cnnindonesia.com/ekonomi/20250227132219-85-1203088/wamen-investasi-ungkap-alasan-rosan-rangkap-jabatan-di-danantara-bkpm;cnn
Apakah BPJS Kesehatan Mandiri Bisa Beralih ke PBI?;ekonomi;Peserta BPJS Kesehatan mandiri yang merasa berhak menerima bantuan JKN-KIS dapat mengajukan diri menjadi peserta PBI. Namun ada syarat yang harus dipenuhi.;2025-02-27T10:00:35.000Z;https://www.cnnindonesia.com/ekonomi/20250224112326-83-1201744/apakah-bpjs-kesehatan-mandiri-bisa-beralih-ke-pbi;cnn
IHSG Anjlok 1,8 Persen ke 6.485, Hampir Semua Sektor Tergelincir;ekonomi;Indeks harga saham gabungan (IHSG) ditutup merosot 1,83 persen ke 6.485,44 pada Kamis (27/2) sore.;2025-02-27T09:48:03.000Z;https://www.cnnindonesia.com/ekonomi/20250227164339-92-1203201/ihsg-anjlok-18-persen-ke-6485-hampir-semua-sektor-tergelincir;cnn
Ekspor Batu Bara Wajib Pakai Harga Acuan RI Mulai 1 Maret;ekonomi;Menteri ESDM Bahlil Lahadalia mengatakan HBA akan memberikan kepastian harga batu bara Indonesia yang lebih baik dibandingkan menggunakan harga acuan luar.;2025-02-27T09:31:16.000Z;https://www.cnnindonesia.com/ekonomi/20250227144831-85-1203135/ekspor-batu-bara-wajib-pakai-harga-acuan-ri-mulai-1-maret;cnn
Kilang Cilacap Kebakaran, Pertamina Buka Suara;ekonomi;Kilang Cilacap PT Pertamina (Persero) mengalami kebakaran pada Kamis (27/2).;2025-02-27T09:06:35.000Z;https://www.cnnindonesia.com/ekonomi/20250227155035-85-1203173/kilang-cilacap-kebakaran-pertamina-buka-suara;cnn
Sri Mulyani Akan Jadi Anggota Dewan Pengawas Danantara;ekonomi;Menteri Keuangan Sri Mulyani akan menjadi salah satu anggota Dewan Pengawas Danantara.;2025-02-27T08:55:30.000Z;https://www.cnnindonesia.com/ekonomi/20250227135741-532-1203112/sri-mulyani-akan-jadi-anggota-dewan-pengawas-danantara;cnn
Rupiah Amblas ke Rp16.454 Imbas Tarif Trump;ekonomi;Rupiah ditutup di level Rp16.454 per dolar AS pada Kamis (27/2) atau melemah 0,45 persen dibandingkan penutupan perdagangan sebelumnya.;2025-02-27T08:39:09.000Z;https://www.cnnindonesia.com/ekonomi/20250227153200-78-1203154/rupiah-amblas-ke-rp16454-imbas-tarif-trump;cnn
Karyawan Sritex Isi Surat PHK Agar Bisa Urus Jaminan Kehilangan Kerja;ekonomi;Karyawan Sritex mulai mengisi surat PHK agar bisa segera mengurus dana Jaminan Kehilangan Pekerjaan dan pesangon.;2025-02-27T08:14:49.000Z;https://www.cnnindonesia.com/ekonomi/20250227145642-92-1203139/karyawan-sritex-isi-surat-phk-agar-bisa-urus-jaminan-kehilangan-kerja;cnn
AS, China dan Rusia Tawarkan Bangun Pembangkit Nuklir ke RI;ekonomi;AS, China dan Rusia mengajukan proposal untuk membangun pembangkit nuklir di Indonesia, dengan bermitra dengan Kadin.;2025-02-27T07:56:20.000Z;https://www.cnnindonesia.com/ekonomi/20250227115244-92-1203034/as-china-dan-rusia-tawarkan-bangun-pembangkit-nuklir-ke-ri;cnn
BPK soal Kerugian Rp193 T di Kasus Korupsi Minyak Mentah: Sementara;ekonomi;BPK menyebut angka kerugian Rp193,7 triliun dalam dugaan kasus korupsi tata kelola minyak mentah masih sementara.;2025-02-27T07:32:34.000Z;https://www.cnnindonesia.com/ekonomi/20250227120653-532-1203049/bpk-soal-kerugian-rp193-t-di-kasus-korupsi-minyak-mentah-sementara;cnn
DPR Sebut Bahlil Sidak SPBU Imbas Polemik BBM Oplosan Besok;ekonomi;Menteri ESDM Bahlil bakal sidak ke beberapa SPBU besok (28/2) untuk mengambil sample BBM buntut dugaan adanya bahan bakar oplosan yang beredar.;2025-02-27T07:19:25.000Z;https://www.cnnindonesia.com/ekonomi/20250227132023-85-1203087/dpr-sebut-bahlil-sidak-spbu-imbas-polemik-bbm-oplosan-besok;cnn
DPR Bakal Revisi UU Migas Buntut Heboh Polemik BBM Oplosan;ekonomi;DPR menilai UU Migas sudah terlalu lama dan banyak aturan yang sudah tidak relevan, terutama terkait pengawasan sehingga kerap terjadi celah untuk curang.;2025-02-27T06:54:53.000Z;https://www.cnnindonesia.com/ekonomi/20250227121312-85-1203051/dpr-bakal-revisi-uu-migas-buntut-heboh-polemik-bbm-oplosan;cnn
DPR Ambil Sampel di SPBU Guna Cek Kualitas BBM, Hasil Diumumkan Besok;ekonomi;DPR mendatangi SPBU Pertamina dan Shell yang ada di Cibubur, Depok, pada Kamis (27/2) untuk mengambil sampel BBM imbas adanya dugaan korupsi minyak mentah.;2025-02-27T06:23:40.000Z;https://www.cnnindonesia.com/ekonomi/20250227130002-85-1203076/dpr-ambil-sampel-di-spbu-guna-cek-kualitas-bbm-hasil-diumumkan-besok;cnn
Abon Cap Koki Sukses Tembus Pasar Global Lewat BRI UMKM EXPO(RT) 2025;ekonomi;Abon Cap Koki, UMKM Purbalingga, tunjukkan potensi tembus pasar global lewat inovasi produk dan partisipasi di BRI UMKM EXPO(RT) 2025.;2025-02-27T06:18:32.000Z;https://www.cnnindonesia.com/ekonomi/20250227125441-625-1203072/abon-cap-koki-sukses-tembus-pasar-global-lewat-bri-umkm-expo-rt-2025;cnn
Segini Besaran UMP, UMK, dan UMSP di DI Yogyakarta 2025;ekonomi;Upah minimum di Provinsi Daerah Istimewa Yogyakarta (DIY) mengalami kenaikan pada 2025. Segini besaran UMP, UMK, dan UMSP Jogja 2025.;2025-02-27T06:00:37.000Z;https://www.cnnindonesia.com/ekonomi/20250224134630-97-1201822/segini-besaran-ump-umk-dan-umsp-di-di-yogyakarta-2025;cnn
