"topik","contentSnippet","preprocessedContent"
"teknologi","Lembaga Data Pribadi Sudah Molor 7 Bulan, Komdigi Ungkap Progresnya - Pemerintah melanjutkan pembahasan lanjutan dari Undang-Undang Pelindungan Data Pribadi.","lembaga data pribadi molor komdig progres perintah lanjut bahas lanjut undang lindung data pribadi"
"teknologi","Bukan Google-TikTok, Ini Raja Aplikasi Sarang Judi Online di RI - Ini raja aplikasi sarang judi online di RI. Komdigi beberkan faktanya.","google tiktok raja aplikasi sarang judi online ri raja aplikasi sarang judi online ri komdig kan fakta"
"teknologi","VIDEO: Microsoft Tutup Skype 5 Mei Mendatang - Microsoft akan menutup layanan Skype pada Senin (5/7) demi fokus ke layanan Teams.","video memicrosoft tutup skype mei memicrosoft tutup layan skype senin fokus layan teams"
"teknologi","INFOGRAFIS: Mengenal Apa Itu Deepfake, Bahaya dan Cara Identifikasinya - Kasus kejahatan siber yang memanfaatkan teknologi deepfake kian marak. Kenali apa itu deepfake dan cara mengidentifikasinya.","infografis kenal deepfake bahaya identifikasi jahat sibar manfaat teknologi deepfake kian marak kenal deepfake identifikasi"
"teknologi","ChatGPT Tunjuk CEO Baru, Sam Altman Buka Suara - OpenAI yang merupakan perusahaan di balik ChatGPT menunjuk CEO baru. Simak!","chatgpt ceo sam altman buka suara openai usaha chatgpt ceo simak"
"teknologi","Kejahatan Pakai Deepfake AI Makin Marak, Apa Langkah Pemerintah? - Apa strategi pemerintah menghadapi maraknya penyalahgunaan AI, khususnya masalah deepfake ini?","jahat pakai deepfake ai marak langkah perintah strategi perintah hadap marak salah guna ai deepfake"
"teknologi","Ada Aturan Baru Buat Anak, Ini Kewajiban TikTok, Instagram, Cs di RI - Verifikasi dan perlindungan data anak menjadi tanggung jawab platform seperti TikTok dan Instagram.","atur anak wajib tiktok instagram cs ri verifikasi lindung data anak tanggung platform tiktok instagram"
"teknologi","Nvidia Runtuh, Raja Chip China Makin Berjaya - Nvidia makin terseok-seok, sementara raja chip China makin berjaya. Simak!","nvidia runtuh raja chip china jaya menvidia seok seok raja chip china jaya simak"
"teknologi","Viral Bikin Geger di Bekasi, World App Ternyata Bermasalah di Spanyol - Kemunculan aplikasi World App sempat mendapat sorotan tajam dari warganet di media sosial.","viral bikin geger bekas world app masalah spanyol muncul aplikasi world app sorot tajam warganet media sosial"
"teknologi","Fitur Baru WhatsApp Bisa Cek Foto Asli atau Editan, Jangan Salah! - WhatsApp menyiapkan fitur untuk mengecek foto asli atau editan. Simak!","fitur whatsapp cek foto asli edit salah whatsapp fitur kecek foto asli edit simak"
"teknologi","VIDEO: Misi Roket Alpha Terancam Gagal Imbas Gangguan Teknis - Misi keenam roket Alpha dilaporkan mengalami kendala di luar angkasa setelah diluncurkan dari California, AS pada Selasa (29/4).","video misi roket alpha ancam gagal imbas ganggu teknis misi enam roket alpha lapor alam kendala angkasa luncur california as selasa"
"teknologi","Video: Ancaman Siber di Balik Adopsi Cloud AI, Apa Solusinya? - Ancaman Siber di Balik Adopsi Cloud AI, Apa Solusinya?","video ancam sibar adopsi cloud ai solusi ancam sibar adopsi cloud ai solusi"
"teknologi","Peringatan Darurat Buat Pengguna Gmail, Selamatkan Akun Sekarang! - Segera selamatkan akun Gmail. Google kasih peringatan darurat!","ingat darurat guna gmail selamat akun selamat akun gmail google kasih ingat darurat"
"teknologi","Elon Musk Mundur, Badai PHK Makin Menggila - Kemunduran Elon Musk dari DOGE tidak menghentikan upaya PHK massal di pemerintah AS, bahkan makin ganas. Simak selengkapnya!","elon musk mundur badai phk gila mundur elon memusk doge henti upaya phk massal perintah as ganas simak lengkap"
"teknologi","NASA Tak Sengaja Bunuh Alien Mars, Ilmuwan Ungkap Fakta Mengejutkan - Ilmuwan ungkap NASA tak sengaja bunuh alien Mars. Simak!","tasa sengaja bunuh alien mars ilmuwan fakta kejut ilmuwan tasa sengaja bunuh alien mars simak"
"teknologi","HP Punah 10 Tahun Lagi, Bos Apple Ungkap Pengganti iPhone - Salah satu petinggi Apple memberikan pernyataan mengejutkan soal masa depan iPhone.","hp punah bos apple ganti iphone salah tinggi apple nyata kejut iphone"
"teknologi","Muncul Malware Baru Sedot Semua Data, Cek Peringatan Google - Google kembali mengeluarkan peringatan penting bagi pengguna internet.","muncul malware sedot data cek ingat google google keluar ingat guna internat"
"teknologi","Jutaan Aplikasi Android Hilang, Google Ungkap Bahayanya - Aplikasi Google berkurang hampir setengahnya.","juta aplikasi android hilang google bahaya aplikasi google kurang tengah"
"teknologi","Modus Baru Perusahaan Judol di RI: Rombongan Datang dari China - Kapolri Jenderal Listyo Sigit Prabowo mengungkapkan modus baru pelaku penyediaan situs judi online atau judol di Indonesia.","modus usaha judol ri rombong china kapolri jenderal listyo sigit prabowo modus laku sedia situs judi online judol indonesia"
"teknologi","Solusi Foto WhatsApp yang Mendadak Hilang dari Galeri HP - Ada beberapa pengguna ternyata kehilangan gambar tersebut saat mencari lagi di galeri HP.","solusi foto whatsapp dadak hilang galeri hp guna hilang gambar cari galeri hp"
"teknologi","Cara Menghapus Akun X yang Sudah Tak Terpakai - Akun X (sebelumnya Twitter) yang sudah tidak dipakai bisa saja menjadi sasaran peretasan. Simak cara hapus akun X yang sudah lama tak terpakai.","hapus akun pakai akun twitter pakai sasar retas simak hapus akun pakai"
"teknologi","Bangkitnya Raja Ecommerce China Setelah Lama Terpuruk - Raja e-commerce China bangkit kembali setelah terpuruk. Simak gebrakan barunya!","bangkit raja ecommerce china puruk raja commerce china bangkit puruk simak gebrak baru"
"teknologi","Oppo Find N5 Resmi Rilis di Indonesia, Segini Harganya - Oppo Find N5 resmi rilis di Indonesia untuk semakin meramaikan pasar ponsel lipat. Simak spesifikasi dan harganya.","oppo find n5 resmi rilis indonesia segini harga oppo find n5 resmi rilis indonesia ramai pasar ponsel lipat simak spesifikasi harga"
"teknologi","AS Rugi Besar Blokir China, Bos Nvidia Buka-bukaan Faktanya - Blokir AS ke China menjadi bumerang. Bos Nvidia ungkap fakta mengejutkan. Simak!","as rugi blokir china bos menvidia buka buka fakta blokir as china bumerang bos menvidia fakta kejut simak"
"teknologi","Huawei Rilis Hp Lipat 3 di Indonesia, Harganya Tembus Rp53 Juta - Huawei resmi merilis ponsel lipat tiga mereka Huawei Mate XT Ultimate Design di Indonesia pada Rabu (30/4).","huawei rilis hp lipat indonesia harga tembus rupiah juta huawe resmi rilis ponsel lipat huawe mate xt ultimate design indonesia rabu"
"teknologi","Temuan PPATK: Anak Usia 10-16 Tahun Terlibat Judol, Nilainya Rp2,2 M - Transaksi judi online atau judol telah dilakukan oleh anak-anak berusia sejak 10 tahun di Indonesia.","temu ppatk anak usia libat judol nilai rupiah transaksi judi online judol anak usia indonesia"
"teknologi","Hapus Jejak Digital Biar Tidak Menyesal, Begini Cara Mudahnya - Cara mudah menghapus jejak digital. Jangan sampai terlambat dan menyesal!","hapus jejak digital biar sesal mudah mudah hapus jejak digital lambat sesal"
"teknologi","Google Makin Ditinggal, Ramai-ramai Pindah ke Penggantinya - Google sudah ditinggal. Banyak orang beralih ke aplikasi penggantinya. Simak!","google tinggal ramai pindah ganti google tinggal orang alih aplikasi ganti simak"
"teknologi","Spesifikasi Jet Tempur Rafale India yang Tumbang Ditembak Pakistan - Begini spesifikasi jet tempur Rafale milik India yang ditembak Pakistan. Simak!","spesifikasi jet tempur rafale india tumbang tembak pakistan spesifikasi jet tempur rafale milik india tembak pakist simak"
"teknologi","Saingan China Muncul Lagi Punya Teknologi Canggih Ongkos Murah - Sebuah startup mampu melatih model kecerdasan buatan (AI) hanya dengan menggunakan chip video game murahan.","saing china muncul teknologi canggih ongkos murah startup latih model cerdas buat ai chip video game murah"
"teknologi","Video: Risiko Serangan Siber Berbasis AI Kian Ngeri, RI Siap Hadapi? - Risiko Serangan Siber Berbasis AI Makin Ngeri, RI Siap Menghadapi?","video risiko serang sibar basis ai kian ngeri ri hadap risiko serang sibar basis ai ngeri ri hadap"
"olahraga","Setelah 953 Hari, Arema FC Balik ke Stadion Kanjuruhan - Arema FC akan kembali berlaga di Stadion Kanjuruhan setelah 953 hari lalu terjadi tragedi yang memilukan.","arema fc stadion kanjuruhan arema fc laga stadion kanjuruh tragedi pilu"
"olahraga","Ketua PBSI Pasang Target Indonesia Juara Piala Thomas dan Sudirman Cup - Ketua PP PBSI Muhammad Fadil Imran memasang target Indonesia bisa juara Thomas Cup dan Sudirman Cup dalam periode kepengurusannya.","ketua pbsi pasang target indonesia juara piala thomas sudirman cup ketua pp pbsi muhammad fadil imran pasang target indonesia juara thomas cup sudirm cup periode urus"
"olahraga","Ginting Masih Absen di Indonesia Open, Target Main Lagi Juli - Anthony Sinisuka Ginting dipastikan absen di turnamen Indonesia Open 2025 lantaran belum pulih dari cedera.","ginting absen indonesia open target main juli anthony sinisuka ginting absen turnamen indonesia open lantar pulih cedera"
"olahraga","Grand Final Proliga: LavAni Waspadai Servis 3 Bintang Bhayangkara - Jakarta LavAni Livin Transmedia mewaspadai servis tiga bintang Jakarta Bhayangkara Presisi menjelang grand final Proliga 2025 di GOR Amongrogo, Minggu (11/5).","grand final proliga lavani waspada servis bintang bhayangkara jakarta lavan livin transmedia waspada servis bintang jakarta bhayangkara presisi jelang grand final proliga gor amongrogo minggu"
"olahraga","5 Fakta Menarik PSG vs Arsenal di Semifinal Liga Champions - Berikut fakta menarik PSG vs Arsenal pada semifinal Liga Champions, termasuk memori buruk tim tamu.","fakta tarik psg vs arsenal semifinal liga champions fakta tarik psg vs arsenal semifinal liga champions memori buruk tim tamu"
"olahraga","Raphinha Samai Rekor Gila Ronaldo, Ujung-ujungnya Mewek - Bintang Barcelona Raphinha sukses menyamai rekor apik Cristiano Ronaldo di Liga Champions. Namun, catatan gemilang Raphinha berujung air mata.","raphinha samai rekor gila ronaldo ujung ujung mewek bintang barcelona raphinha sukses sama rekor apik cristiano ronaldo liga champions catat gemilang raphinha ujung air mata"
"olahraga","LIB Majukan Jadwal Persib Biar Tak Ganggu Konvoi - PT Liga Indonesia Baru memajukan jadwal laga terakhir Persib Bandung di Liga 1 guna memberikan kesempatan bagi tim Maung Bandung melakukan konvoi.","lib maju jadwal persib biar ganggu konvoi pt liga indonesia maju jadwal laga sib bandung liga sempat tim maung bandung konvoi"
"olahraga","5 'Aki-aki' Andalan Inter Saat Hancurkan Barcelona - Inter Milan berhasil menaklukkan Barcelona untuk lolos ke final Liga Champions. Berikut lima pemain veteran yang punya peran penting di laga tersebut.","aki andal inter hancur barcelona inter milan hasil takluk barcelona lolos final liga champions main veteran peran laga"
"olahraga","PSG Sang Pembunuh Klub Premier League - PSG lolos ke final Liga Champions Eropa 2024/2025 dengan status baru, yaitu tim pembunuh klub Premier League.","psg sang bunuh klub premier league psg lolos final liga champions eropa status tim bunuh klub premier league"
"olahraga","Barcelona Tumbang, Tinggal PSG yang Bisa Treble - Kegagalan Barcelona lolos ke final Liga Champions membuat Paris Saint-Germain kini jadi tim tersisa yang bisa meraih treble musim ini.","barcelona tumbang tinggal psg treble gagal barcelona lolos final liga champions paris saint germain tim sisa raih treble musim"
"olahraga","Harga Tiket Indonesia Open 2025 Lebih Murah dari Indonesia Masters - Harga tiket Indonesia Open 2025 lebih murah ketimbang Indonesia Masters 2025 dan diklaim yang paling rendah dibanding ajang BWF World Tour Super 1000 lainnya.","harga tiket indonesia open murah indonesia masters harga tiket indonesia open murah timbang indonesia memasters klaim rendah banding ajang bwf world tour super"
"olahraga","Hancur di Liga Champions, Barcelona Langsung Ditunggu El Clasico - Barcelona menelan kekecewaan karena kalah dari Inter Milan di semifinal Liga Champions. Mereka tak boleh kecewa terlalu lama karena sudah ditunggu El Clasico.","hancur liga champions barcelona langsung tunggu el clasico barcelona telan kecewa kalah inter memil semifinal liga champions kecewa tunggu el clasico"
"olahraga","Prediksi Line Up PSG vs Arsenal di Liga Champions - Berikut prediksi line up PSG vs Arsenal dalam leg kedua semifinal Liga Champions, Kamis (8/5) dini hari waktu Indonesia.","prediksi line up psg vs arsenal liga champions prediksi line up psg vs arsenal leg semifinal liga champions kamis indonesia"
"olahraga","Sudah Kalah, Pemain Barcelona Terancam Sanksi UEFA? - 'Sudah jatuh tertimpa tangga'. Peribahasa itu kiranya sedang dialami Barcelona usai kalah dari Inter Milan di semifinal Liga Champions.","kalah main barcelona ancam sanksi uefa jatuh timpa tangga peribahasa alami barcelona kalah inter memil semifinal liga champions"
"olahraga","Viral Megawati Ngamuk, Semprot Netizen di TikTok - Pemain timnas voli putri Indonesia Megawati Hangestri Pertiwi mengemukakan penjelasan mengenai performa bersama Gresik Petrokimia Pupuk Indonesia.","viral memegawat amuk semprot netizen tiktok main timnas voli putri indonesia memegawat hangestr pertiwi muka jelas performa gresik petrokimia pupuk indonesia"
"olahraga","Tinggalkan Stadion Saat Inter Tertinggal 2-3, Fans Ditolak Masuk Lagi - Ada momen menarik saat Inter Milan raih kemenangan dramatis 4-3 atas Barcelona pada leg kedua semifinal Liga Champions, Rabu (7/5) dini hari WIB.","tinggal stadion inter tinggal fans tolak masuk momen tarik inter memil raih menang dramatis barcelona leg semifinal liga champions rabu wib"
"olahraga","Garuda Academy Didik 105 Talenta Indonesia Buru FIFA Masters - Tahapan seleksi Garuda Academy yang dibentuk PSSI telah menetapkan 105 bakat nasional untuk dididik dan akan mengikuti FIFA Masters.","garuda academy didik talenta indonesia buru fifa memasters tahap seleksi garuda academy bentuk pssi tetap bakat nasional didik ikut fifa memasters"
"olahraga","Barcelona Keok, Hansi Flick Tuding Wasit Untungkan Inter Milan - Hansi Flick menilai wasit yang memimpin laga Inter Milan versus Barcelona di leg kedua semifinal Liga Champions, lebih banyak menguntungkan tuan rumah.","barcelona keok hansi flick tuding wasit untung inter memil hansi flick nilai wasit pimpin laga inter memil versus barcelona leg semifinal liga champions untung tuan rumah"
"olahraga","Prediksi PSG vs Arsenal di Liga Champions - Berikut prediksi PSG vs Arsenal pada leg kedua semifinal Liga Champions di Stadion Parc des Princes, Kamis (8/5) dini hari waktu Indonesia.","prediksi psg vs arsenal liga champions prediksi psg vs arsenal leg semifinal liga champions stadion parc des princes kamis indonesia"
"olahraga","Apa Reaksi Lamine Yamal usai Barcelona Didepak Inter Milan? - Bintang Barcelona Lamine Yamal buka suara usai menelan kekalahan dramatis 3-4 dari Inter Milan di leg kedua semifinal Liga Champions, Rabu (7/5) dini hari WIB.","reaksi lamine yamal barcelona depak inter memil bintang barcelona lamine yamal buka suara telan kalah dramatis inter memil leg semifinal liga champions rabu wib"
"olahraga","Cerita 2 Eks Timnas Indonesia Buru Beasiswa FIFA Master - Mantan pemain Timnas Indonesia Yanto Basna dan Roni Esar Beroperay bersaing ketat dengan 103 peserta Garuda Academy untuk mendapat beasiswa FIFA Master.","cerita eks timnas indonesia buru beasiswa fifa master mantan main timnas indonesia yanto basna roni esar beroperay saing ketat serta garuda academy beasiswa fifa master"
"olahraga","Barcelona KO, Raphinha Menangis - Raphinha menangis setelah Barcelona kalah dari Inter Milan pada laga semifinal Liga Champions, Rabu (7/5) dini hari.","barcelona ko raphinha tangis raphinha tangis barcelona kalah inter memil laga semifinal liga champions rabu"
"olahraga","Drama 13 Gol yang Bawa Inter Milan ke Final Liga Champions - Inter Milan lolos ke final Liga Champions lewat perjuangan luar biasa. Mereka mampu mengalahkan tim raksasa Spanyol Barcelona berkat drama 13 gol di semifinal.","drama gol bawa inter memil final liga champions inter memil lolos final liga champions juang kalah tim raksasa spanyol barcelona berkat drama gol semifinal"
"olahraga","FOTO: Momen Manis Inter Hancurkan Barcelona Lewat Drama 7 Gol - Inter Milan memastikan lolos ke final Liga Champions usai mengalahkan Barcelona 4-3 pada leg kedua semifinal di Stadion Giuseppe Meazza, Rabu (7/5) dini hari.","foto momen manis inter hancur barcelona drama gol inter memil lolos final liga champions kalah barcelona leg semifinal stadion giuseppe meazza rabu"
"olahraga","PSG vs Arsenal: Paris Tak Horor bagi Klub Inggris - Arsenal akan bentrok dengan PSG dalam laga hidup mati leg kedua babak semifinal Liga Champions Eropa 2024/2025 pada Kamis (8/5) dini hari WIB.","psg vs arsenal paris horor klub inggris arsenal bentrok psg laga hidup mati leg babak semifinal liga champions eropa kamis wib"
"olahraga","Jadwal Siaran Langsung PSG vs Arsenal di Liga Champions - Paris Saint Germain akan menjamu Arsenal pada leg kedua semifinal Liga Champions, Kamis (8/5) dini hari WIB. Berikut jadwal siaran langsung PSG vs Arsenal.","jadwal siar langsung psg vs arsenal liga champions paris saint germa jamu arsenal leg semifinal liga champions kamis wib jadwal siar langsung psg vs arsenal"
"olahraga","Kata-kata Inzaghi usai Inter Hancurkan Barcelona - Pelatih Inter Milan Simone Inzaghi memuji tim asuhannya yang berhasil melaju ke final Liga Champions usai mengalahkan Barcelona 4-3 pada leg kedua semifinal.","inzaghi inter hancur barcelona latih inter memil simone inzagh puji tim asuh hasil laju final liga champions kalah barcelona leg semifinal"
"olahraga","PSG vs Arsenal: Arteta Siap Rusak Ulang Tahun Enrique - Mikel Arteta siap merusak hari ulang tahun Luis Enrique dalam pertandingan leg kedua semifinal Liga Champions 2024/2025 antara PSG vs Arsenal.","psg vs arsenal arteta rusak ulang enrique mikel arteta rusak ulang luis enrique tanding leg semifinal liga champions psg vs arsenal"
"olahraga","Top 3 Sports: Inter Hajar Barcelona, Yan Sommer Pemain Terbaik - Inter Milan melaju ke final Liga Champions usai hajar Barcelona hingga Yann Sommer dinobatkan sebagai pemain terbaik mewarnai Top 3 Sports edisi kali ini.","top sports inter hajar barcelona yan sommer main baik inter memil laju final liga champions hajar barcelona yann sommer nobat main baik warna top sports edisi kali"
"olahraga","Lewandowski Kualat Usai Tertawakan Tembakan Thuram yang Melenceng Jauh - Robert Lewandowski seperti menuai 'karma' setelah sempat tertawa menyindir tembakan striker Inter Milan Marcus Thuram yang melenceng jauh dari gawang Blaugrana.","lewandowski kualat tawa tembak thuram lenceng robert lewandowsk tuai karma tawa sindir tembak striker inter memil marcus thuram lenceng gawang blaugrana"
"olahraga","Kalah 0-6 Lawan Korut Jadi Evaluasi PSSI di Piala Dunia U-17 2025 - Ketua Umum PSSI, Erick Thohir menjadikan kekalahan 0-6 lawan Korea Utara di Piala Asia U-17 2025 jadi evaluasi untuk menghadapi Piala Dunia U-17 2025.","kalah lawan korut evaluasi pssi piala dunia ketua pssi erick thohir jadi kalah lawan korea utara piala asia evaluasi hadap piala dunia"
"olahraga","Jago Lemparan Jauh, Fabio Siap Saingi Pemain Naturalisasi Timnas U-17 - Pemain Timnas Indonesia U-17 yang punya kemampuan melepaskan lemparan ke dalam jarak jauh, Fabio Azka Irawan, tidak takut bersaing dengan pemain naturalisasi.","jago lempar fabio saing main naturalisasi timnas main timnas indonesia mampu lepas lempar jarak fabio azka irawan takut saing main naturalisasi"
"olahraga","Dihajar Inter di Liga Champions, Barcelona Gagal Raih Treble Winner - Ambisi Barcelona untuk meraih treble winner musim ini pupus setelah disingkirkan Inter Milan dari ajang Liga Champions 2024/2025.","hajar inter liga champions barcelona gagal raih treble winner ambisi barcelona raih treble winner musim pupus singkir inter memil ajang liga champions"
"olahraga","Yann Sommer Jadi Pemain Terbaik Usai Bikin Lamine Yamal Mati Kutu - Yann Sommer dinobatkan sebagai pemain terbaik berkat serangkaian penyelamatan krusial, termasuk meredam sejumlah tembakan Lamine Yamal di sepanjang laga.","yann sommer main baik bikin lamine yamal mati kutu yann sommer nobat main baik berkat rangkai selamat krusial redam tembak lamine yamal laga"
"olahraga","Zahaby Gholy Bertekad Bawa Indonesia Juara Piala Dunia U-17 - Pemain Timnas Indonesia U-17 Muhamad Zahaby Gholy mengaku akan berjuang demi membawa tim Garuda Muda juara di Piala Dunia U-17 2025.","zahaby gholy tekad bawa indonesia juara piala dunia main timnas indonesia muhamad zahaby gholy aku juang bawa tim garuda muda juara piala dunia"
"olahraga","Samator EnviRUNment 2.0 Digelar 20 Juli, Hadirkan Gebrakan Baru - Samator Group kembali menggelar Samator EnviRUNment 2.0 dengan hadirkan gebrakan baru yakni plogging run yaitu lari sambil menjaga lingkungan.","samator envirunment gelar juli hadir gebrak samator group gelar samator envirunment hadir gebrak plogging run lari jaga lingkung"
"olahraga","Hasil Liga Champions: Inter Milan ke Final Usai Hajar Barcelona - Inter Milan berhasil lolos ke final Liga Champions usai menang dramatis atas Barcelona lewat extra time pada semifinal leg kedua Liga Champions 2024/2025.","hasil liga champions inter memil final hajar barcelona inter memil hasil lolos final liga champions menang dramatis barcelona extra time semifinal leg liga champions"
"olahraga","Hasil Babak 2: Inter Milan vs Barcelona Imbang 3-3, Lanjut Extra Time - Inter Milan bermain imbang dramatis 3-3 pada babak kedua semifinal leg kedua Liga Champions 2024/2025 di Stadion Giuseppe Meazza, Milan, Rabu (7/5) dini hari","hasil babak inter memil vs barcelona imbang extra time inter memil main imbang dramatis babak semifinal leg liga champions stadion giuseppe memeazza memil rabu"
"olahraga","Hasil Babak 1: Lautaro Cetak Gol, Inter Milan Ungguli Barcelona 2-0 - Hasil babak pertama Liga Champions, Inter Milan unggul 2-0 atas Barcelona pada semifinal leg kedua di Stadion Giuseppe Meazza, Milan, Rabu (7/5) dini hari WIB.","hasil babak lautaro cetak gol inter memil unggul barcelona hasil babak liga champions inter memil unggul barcelona semifinal leg stadion giuseppe memeazza memil rabu wib"
"olahraga","Pesan Erick Thohir Usai Indonesia Dibantai Jepang di Piala Asia Futsal - Ketua Umum PSSI Erick Thohir memberikan semangat kepada para pemain Timnas Futsal Putri Indonesia usai kalah dari Jepang di Piala Asia Futsal Putri 2025.","pesan erick thohir indonesia bantai jepang piala asia futsal ketua pssi erick thohir semangat main timnas futsal putri indonesia kalah jepang piala asia futsal putri"
"olahraga","Line Up Inter Milan vs Barcelona di Liga Champions: Lautaro Starter - Berikut line up Inter Milan vs Barcelona di semifinal leg kedua Liga Champions, Rabu (7/5) dini hari WIB, Lautaro Martinez starter.","line up inter memil vs barcelona liga champions lautaro starter line up inter memil vs barcelona semifinal leg liga champions rabu wib lautaro martinez starter"
"olahraga","Link Live Streaming Inter Milan vs Barcelona di Liga Champions - Berikut link live streaming Inter Milan vs Barcelona di Liga Champions.","link live streaming inter memil vs barcelona liga champions link live streaming inter memil vs barcelona liga champions"
"olahraga","PSSI Cari Pelapis Kevin Diks dan Dean James yang Cedera - Erick Thohir menanggapi cedera yang dialami dua pemain Timnas Indonesia, Kevin Diks dan Dean James, jelang Kualifikasi Piala Dunia 2026, Juni mendatang.","pssi cari lapis diks dean james cedera erick thohir tanggap cedera alami main timnas indonesia diks dean james jelang kualifikasi piala dunia juni"
"olahraga","FIFA Ingatkan Jadwal Indonesia vs China: Istilah Kata 30 Hari Lagi - Akun Instagram FIFA World Cup mengingatkan suporter Garuda soal jadwal Timnas Indonesia vs China dalam unggahan teranyarnya.","fifa ingat jadwal indonesia vs china istilah akun instagram fifa world cup suporter garuda jadwal timnas indonesia vs china unggah anyar"
"olahraga","Erick Pastikan Tak Ada Naturalisasi Baru Jelang Indonesia vs China - Ketua Umum PSSI, Erick Thohir menyatakan Timnas Indonesia tidak akan menambah pemain naturalisasi baru jelang lawan China di Kualifikasi Piala Dunia 2026.","erick pasti naturalisasi jelang indonesia vs china ketua pssi erick thohir timnas indonesia tambah main naturalisasi jelang lawan china kualifikasi piala dunia"
"olahraga","Marc Marquez dan Alex Cetak Sejarah Baru di MotoGP - Marc Marquez dan Alex Marquez mencetak sejarah baru setelah MotoGP Spanyol 2025 di Sirkuit Jerez, dua pekan lalu.","marc marquez alex cetak sejarah motogp memarc memarquez alex memarquez cetak sejarah memotogp spanyol sirkuit jerez pekan"
"olahraga","Erick Thohir Respons Andre Rosiade Soal Tudingan Ada Mafia - Ketua PSSI Erick Thohir menanggapi pernyataan Andre Rosiade yang menyebut ada mafia dalam sepak bola Indonesia.","erick thohir respons andre rosiade tuding mafia ketua pssi erick thohir tanggap nyata andre rosiade sebut mafia sepak bola indonesia"
"olahraga","Cristiano Ronaldo Jr Dipanggil Timnas Portugal U-15 - Anak Cristiano Ronaldo, Cristiano Ronaldo Jr, dikabarkan dipanggil ke timnas Portugal U-15 dalam sebuah turnamen junior di Kroasia.","cristiano ronaldo jr panggil timnas portugal anak cristiano ronaldo cristiano ronaldo jr kabar panggil timnas portugal turnamen junior kroasia"
"olahraga","Patrice Evra Ungkap Alasan Banting Setir Jadi Petarung MMA - Mantan pemain Manchester United, Patrice Evra, mengungkapkan alasan banting setir menjadi petarung mixed martial arts (MMA) ketimbang jadi pelatih sepak bola.","patrice evra alas banting setir petarung mma mantan main manchester united patrice evra alas banting setir petarung mixed partial arts mma timbang latih sepak bola"
"olahraga","PSSI Hukum Perebut Jersey Marselino dari Anak Kecil - PSSI memberikan hukuman kepada pelaku yang tertangkap kamera mengambil jersey pemain Timnas Indonesia Marselino Ferdinan yang menjadi hak seorang bocah.","pssi hukum rebut jersey memarselino anak pssi hukum laku tangkap kamera ambil jersey main timnas indonesia memarselino ferdin hak bocah"
