"topik","contentSnippet","preprocessedContent"
"ekonomi","Diskon 50 persen token listrik PLN berakhir hari ini (28/2). Token tak akan hangus meski diinput pada masa promo berakhir.","diskon persen token listrik pln berakhir hari ini token tak akan hangus meski diinput pada masa promo berakhir"
"ekonomi","Kisah kelam Chernobyl hingga Fukushima membayangi ambisi bangun PLTN di 2032. Bahayanya dinilai tidak setara dengan iming-iming energi murah berbasis nuklir.","kisah kelam chernobyl hingga fukushima membayangi ambisi bangun pltn di bahayanya dinilai tidak setara dengan iming energi murah berbasis nuklir"
"ekonomi","Bulog memperkiran Indonesia akan surplus beras sekitar 2,6 juta pada Maret atau Ramadhan usai defisit sejak awal tahun.","bulog memperkiran indonesia akan surplus beras sekitar juta pada maret atau ramadhan usai defisit sejak awal tahun"
"ekonomi","Presiden Prabowo Subianto meresmikan layanan bank emas atau bullion bank pertama di Indonesia pada Rabu (27/2) kemarin.","presiden prabowo subianto meresmikan layanan bank emas atau bullion bank pertama di indonesia pada rabu kemarin"
"ekonomi","Basuki Tjahaja Purnama (Ahok) mengaku bersedia untuk dimintai keterangan oleh Kejagung terkait kasus korupsi tata kelola minyak minyak mentah periode 2018-2023.","basuki tjahaja purnama ahok mengaku bersedia untuk dimintai keterangan oleh kejagung terkait kasus korupsi tata kelola minyak mentah periode"
"ekonomi","IHSG masih berpotensi mengalami tekanan hari ini (28/2), namun dampaknya diperkirakan akan lebih terbatas.","ihsg masih berpotensi mengalami tekanan hari ini namun dampaknya diperkirakan akan lebih terbatas"
"ekonomi","Menteri ESDM Bahlil Lahadalia meminta kepala daerah permudah izin perusahaan untuk eksplorasi migas demi mewujudkan misi Presiden Prabowo soal ketahanan energi.","menteri esdm bahlil lahadalia meminta kepala daerah permudah izin perusahaan untuk eksplorasi migas demi mewujudkan misi presiden prabowo soal ketahanan energi"
"ekonomi","Disperinaker Sukoharjo menuturkan seluruh karyawan PT Sritex resmi terkena PHK per Rabu (26/2) menyusul perusahaan yang tutup total per tanggal 1 Maret 2025.","disperinaker sukoharjo menuturkan seluruh karyawan pt sritex resmi terkena phk per rabu menyusul perusahaan yang tutup total per tanggal maret"
"ekonomi","Gubernur Jawa Timur Khofifah Indar Parawansa mengimbau masyarakat untuk tidak panic buying jelang Ramadan.","gubernur jawa timur khofifah indar parawansa mengimbau masyarakat untuk tidak panic buying jelang ramadan"
"ekonomi","Cak Imin bersama Bahlil tengah merancang pola subsidi energi yang tepat buntut dugaan beredarnya BBM oplosan.","cak imin bersama bahlil tengah merancang pola subsidi energi yang tepat buntut dugaan beredarnya bbm oplosan"
"ekonomi","Pemadaman listrik besar-besaran melanda sejumlah daerah di Chile. Pemerintah mengumumkan keadaan darurat buntut masalah itu.","pemadaman listrik besar besaran melanda sejumlah daerah di chile pemerintah mengumumkan keadaan darurat buntut masalah itu"
"ekonomi","Basuki Tjahaja Purnama alias Ahok buka suara soal kemungkinan dipanggil Kejaksaan Agung (Kejagung) dalam kasus impor minyak mentah.","basuki tjahaja purnama alias ahok buka suara soal kemungkinan dipanggil kejaksaan agung kejagung dalam kasus impor minyak mentah"
"ekonomi","Kepala BGN Dadan Hindayana menegaskan program makan bergizi gratis (MBG) dibayar oleh badannya yang bersumber dari APBN.","kepala bgn dadan hindayana menegaskan program makan bergizi gratis mbg dibayar oleh badannya yang bersumber dari apbn"
"ekonomi","Adik Presiden Prabowo Subianto, Hashim Djojohadikusumo menyebut Jerman ambil alih pimpinan JETP usai AS hengkang dari kemitraan tersebut.","adik presiden prabowo subianto hashim djojohadikusumo menyebut jerman ambil alih pimpinan jetp usai as hengkang dari kemitraan tersebut"
"ekonomi","Kementerian Ketenagakerjaan (Kemnaker) membantah banyak perusahaan sengaja melakukan pemutusan hubungan kerja (PHK) sebelum puasa.","kementerian ketenagakerjaan kemnaker membantah banyak perusahaan sengaja melakukan pemutusan hubungan kerja phk sebelum puasa"
"ekonomi","PT Jasa Raharja meraup laba bersih sebesar Rp1,3 triliun sepanjang 2024.","pt jasa raharja meraup laba bersih sebesar rp1 triliun sepanjang"
"ekonomi","Komisi XII DPR RI menegaskan pemerintah rutin melakukan uji lab untuk memastikan kualitas BBM yang beredar di lapangan sesuai dengan standar.","komisi xii dpr ri menegaskan pemerintah rutin melakukan uji lab untuk memastikan kualitas bbm yang beredar di lapangan sesuai dengan standar"
"ekonomi","Cara membatalkan tiket kereta api secara online bisa dilakukan dengan dua cara, yakni melalui aplikasi KAI Access dan website resmi.","cara membatalkan tiket kereta api secara online bisa dilakukan dengan dua cara yakni melalui aplikasi kai access dan website resmi"
"ekonomi","Menko Cak Imin menyebut lembaga zakat dan filantropi akan diwajibkan memakai Data Tunggal Sosial Ekonomi (DTSEN) milik pemerintah.","menko cak imin menyebut lembaga zakat dan filantropi akan diwajibkan memakai data tunggal sosial ekonomi dtsen milik pemerintah"
"ekonomi","Badan Pemeriksa Keuangan (BPK) tengah melakukan audit coretax alias sistem perpajakan canggih milik Indonesia senilai Rp1,3 triliun.","badan pemeriksa keuangan bpk tengah melakukan audit coretax alias sistem perpajakan canggih milik indonesia senilai rp1 triliun"
"ekonomi","Kemnaker berjanji akan mengumumkan kebijakan pemberian tunjangan hari raya (THR) pada pengemudi ojek online (ojol) paling lambat dua pekan lagi.","kemnaker berjanji akan mengumumkan kebijakan pemberian tunjangan hari raya thr pada pengemudi ojek online ojol paling lambat dua pekan lagi"
"ekonomi","OJK mencatat perdagangan bursa karbon mencapai Rp76,56 miliar per 24 Februari 2025 atau setara dengan volume transaksi 1.557.326 ton CO2 ekuivalen.","ojk mencatat perdagangan bursa karbon mencapai rp76 miliar per februari atau setara dengan volume transaksi ton co2 ekuivalen"
"ekonomi","Menteri ESDM Bahlil Lahadalia meminta masyarakat tak perlu khawatir dengan produk PT Pertamina (Persero) di tengah maraknya isu BBM oplosan.","menteri esdm bahlil lahadalia meminta masyarakat tak perlu khawatir dengan produk pt pertamina persero di tengah maraknya isu bbm oplosan"
"ekonomi","Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mewajibkan penyedia makan bergizi gratis untuk mengupload makanan yang mereka akan sajikan di media sosial.","kepala badan gizi nasional bgn dadan hindayana mewajibkan penyedia makan bergizi gratis untuk mengupload makanan yang mereka akan sajikan di media sosial"
"ekonomi","Kementerian Investasi/BKPM menyebut keberadaan Rosan Roeslani di Danantara dan BKPM penting demi konsolidasi cepat dua lembaga dalam genjot investasi.","kementerian investasi bkpm menyebut keberadaan rosan roeslani di danantara dan bkpm penting demi konsolidasi cepat dua lembaga dalam genjot investasi"
"ekonomi","Peserta BPJS Kesehatan mandiri yang merasa berhak menerima bantuan JKN-KIS dapat mengajukan diri menjadi peserta PBI. Namun ada syarat yang harus dipenuhi.","peserta bpjs kesehatan mandiri yang merasa berhak menerima bantuan jkn kis dapat mengajukan diri menjadi peserta pbi namun ada syarat yang harus dipenuhi"
"ekonomi","Indeks harga saham gabungan (IHSG) ditutup merosot 1,83 persen ke 6.485,44 pada Kamis (27/2) sore.","indeks harga saham gabungan ihsg ditutup merosot persen ke pada kamis sore"
"ekonomi","Menteri ESDM Bahlil Lahadalia mengatakan HBA akan memberikan kepastian harga batu bara Indonesia yang lebih baik dibandingkan menggunakan harga acuan luar.","menteri esdm bahlil lahadalia mengatakan hba akan memberikan kepastian harga batu bara indonesia yang lebih baik dibandingkan menggunakan harga acuan luar"
"ekonomi","Kilang Cilacap PT Pertamina (Persero) mengalami kebakaran pada Kamis (27/2).","kilang cilacap pt pertamina persero mengalami kebakaran pada kamis"
"ekonomi","Menteri Keuangan Sri Mulyani akan menjadi salah satu anggota Dewan Pengawas Danantara.","menteri keuangan sri mulyani akan menjadi salah satu anggota dewan pengawas danantara"
"ekonomi","Rupiah ditutup di level Rp16.454 per dolar AS pada Kamis (27/2) atau melemah 0,45 persen dibandingkan penutupan perdagangan sebelumnya.","rupiah ditutup di level rp16 per dolar as pada kamis atau melemah persen dibandingkan penutupan perdagangan sebelumnya"
"ekonomi","Karyawan Sritex mulai mengisi surat PHK agar bisa segera mengurus dana Jaminan Kehilangan Pekerjaan dan pesangon.","karyawan sritex mulai mengisi surat phk agar bisa segera mengurus dana jaminan kehilangan pekerjaan dan pesangon"
"ekonomi","AS, China dan Rusia mengajukan proposal untuk membangun pembangkit nuklir di Indonesia, dengan bermitra dengan Kadin.","as china dan rusia mengajukan proposal untuk membangun pembangkit nuklir di indonesia dengan bermitra dengan kadin"
"ekonomi","BPK menyebut angka kerugian Rp193,7 triliun dalam dugaan kasus korupsi tata kelola minyak mentah masih sementara.","bpk menyebut angka kerugian rp193 triliun dalam dugaan kasus korupsi tata kelola minyak mentah masih sementara"
"ekonomi","Menteri ESDM Bahlil bakal sidak ke beberapa SPBU besok (28/2) untuk mengambil sample BBM buntut dugaan adanya bahan bakar oplosan yang beredar.","menteri esdm bahlil bakal sidak ke beberapa spbu besok untuk mengambil sample bbm buntut dugaan adanya bahan bakar oplosan yang beredar"
"ekonomi","DPR menilai UU Migas sudah terlalu lama dan banyak aturan yang sudah tidak relevan, terutama terkait pengawasan sehingga kerap terjadi celah untuk curang.","dpr menilai uu migas sudah terlalu lama dan banyak aturan yang sudah tidak relevan terutama terkait pengawasan sehingga kerap terjadi celah untuk curang"
"ekonomi","DPR mendatangi SPBU Pertamina dan Shell yang ada di Cibubur, Depok, pada Kamis (27/2) untuk mengambil sampel BBM imbas adanya dugaan korupsi minyak mentah.","dpr mendatangi spbu pertamina dan shell yang ada di cibubur depok pada kamis untuk mengambil sampel bbm imbas adanya dugaan korupsi minyak mentah"
"ekonomi","Abon Cap Koki, UMKM Purbalingga, tunjukkan potensi tembus pasar global lewat inovasi produk dan partisipasi di BRI UMKM EXPO(RT) 2025.","abon cap koki umkm purbalingga tunjukkan potensi tembus pasar global lewat inovasi produk dan partisipasi di bri umkm expo rt"
"ekonomi","Upah minimum di Provinsi Daerah Istimewa Yogyakarta (DIY) mengalami kenaikan pada 2025. Segini besaran UMP, UMK, dan UMSP Jogja 2025.","upah minimum di provinsi daerah istimewa yogyakarta diy mengalami kenaikan pada segini besaran ump umk dan umsp jogja"
"ekonomi","Zulhas menyebut peran penelitian untuk menghasilkan bibit unggul padi hingga tebu amat dibutuhkan, bahkan negara lain sudah punya bibit GMO.","zulhas menyebut peran penelitian untuk menghasilkan bibit unggul padi hingga tebu amat dibutuhkan bahkan negara lain sudah punya bibit gmo"
"ekonomi","Ramadan Berbagi dari Electronic City terdiri dari berbagai program spesial, mulai pembagian takjil hingga program Ngabuburit (Ngabulin Kebutuhan dan Tetap Irit).","ramadan berbagi dari electronic city terdiri dari berbagai program spesial mulai pembagian takjil hingga program ngabuburit ngabulin kebutuhan dan tetap irit"
"ekonomi","Presdir Freeport Indonesia Tony Wenas mengungkap perusahaannya belum bisa mengekspor konsentrat tembaga karena izin belum terbit.","presdir freeport indonesia tony wenas mengungkap perusahaannya belum bisa mengekspor konsentrat tembaga karena izin belum terbit"
"ekonomi","BPK mengungkap kelakuan nakal kementerian/lembaga (K/L), sebelum adanya perintah efisiensi dari Presiden Prabowo Subianto.","bpk mengungkap kelakuan nakal kementerian lembaga k l sebelum adanya perintah efisiensi dari presiden prabowo subianto"
"ekonomi","Pasar Tasik, salah satu tempat masyarakat ibu kota berburu fesyen mulai dari pakaian, alas kaki hingga gamis dan mukena ramai menjelang Ramadan 1466 Hijriah.","pasar tasik salah satu tempat masyarakat ibu kota berburu fesyen mulai dari pakaian alas kaki hingga gamis dan mukena ramai menjelang ramadan hijriah"
"ekonomi","Pemerintah memiliki Fasilitas Instalasi Karantina Hewan di Purwakarta yang bisa dipakai untuk mengarantina sapi impor asal Australia.","pemerintah memiliki fasilitas instalasi karantina hewan di purwakarta yang bisa dipakai untuk mengarantina sapi impor asal australia"
"ekonomi","BBM Pertamina secara berkala diuji dan diawasi secara ketat oleh Kementerian ESDM melalui Balai Besar Pengujian Minyak dan Gas Bumi (LEMIGAS).","bbm pertamina secara berkala diuji dan diawasi secara ketat oleh kementerian esdm melalui balai besar pengujian minyak dan gas bumi lemigas"
"ekonomi","Kepesertaan BPJS Kesehatan ada yang diperoleh dari perusahaan ataupun secara mandiri. Bagaimana jika tidak mampu membayar BPJS mandiri?","kepesertaan bpjs kesehatan ada yang diperoleh dari perusahaan ataupun secara mandiri bagaimana jika tidak mampu membayar bpjs mandiri"
"ekonomi","Harga minyak naik hingga 0,3 persen usai Trump batalkan perjanjian lisensi Chevron di Venezuela, serta peluang damai Ukraina-Rusia.","harga minyak naik hingga persen usai trump batalkan perjanjian lisensi chevron di venezuela serta peluang damai ukraina rusia"
"ekonomi","Erick memberi contoh SWF negara lain yang pengelolaannya bisa ditiru Danantara seperti Temasek Singapura hingga China Investment Corporation (CIC).","erick memberi contoh swf negara lain yang pengelolaannya bisa ditiru danantara seperti temasek singapura hingga china investment corporation cic"
"ekonomi","Bos PT Pegadaian Damar Latri Setiawan mengatakan dengan menjadi nasabah Bank Emas, masyarakat bisa untung dari imbal jasa dan bunga emas.","bos pt pegadaian damar latri setiawan mengatakan dengan menjadi nasabah bank emas masyarakat bisa untung dari imbal jasa dan bunga emas"
"ekonomi","Kehadiran bank emas memicu Freeport terus menambah produksi emas untuk kebutuhan nasional sehingga mengurangi ketergantungan impor emas.","kehadiran bank emas memicu freeport terus menambah produksi emas untuk kebutuhan nasional sehingga mengurangi ketergantungan impor emas"
"ekonomi","DJP menyebut Eks Kepala Kanwil Pajak Jakarta Khusus Muhammad Haniv yang kini jadi tersangka gratifikasi sudah tak aktif sejak Januari 2019.","djp menyebut eks kepala kanwil pajak jakarta khusus muhammad haniv yang kini jadi tersangka gratifikasi sudah tak aktif sejak januari"
"ekonomi","Nilai tukar rupiah dibuka turun 0,15 persen ke posisi Rp16.405 per dolar AS pada perdagangan pasar spot pada Kamis (27/2) pagi.","nilai tukar rupiah dibuka turun persen ke posisi rp16 per dolar as pada perdagangan pasar spot pada kamis pagi"
"ekonomi","Tony Wenas menyebut perusahaan gaji karyawan, biaya operasional dan pengeluaran lain yang menggunakan dolar hasil ekspor.","tony wenas menyebut perusahaan gaji karyawan biaya operasional dan pengeluaran lain yang menggunakan dolar hasil ekspor"
"ekonomi","Menko Pangan Zulhas menyebut harga cabai jelang Ramadhan tembus Rp62 ribu. Mahalnya harga cabai mempengaruhi inflasi.","menko pangan zulhas menyebut harga cabai jelang ramadhan tembus rp62 ribu mahalnya harga cabai mempengaruhi inflasi"
"ekonomi","Bank emas dapat memperkuat stabilitas ekonomi dan memperkuat cadangan devisa meski ekonom mewanti-wanti potensi fraud hingga likuiditas emas.","bank emas dapat memperkuat stabilitas ekonomi dan memperkuat cadangan devisa meski ekonom mewanti wanti potensi fraud hingga likuiditas emas"
"ekonomi","Gaji dirut Pertamina Patra Niaga diperkirakan mencapai Rp21,8 miliar jika mengacu pada laporan keuangan perusahaan dan peraturan menteri BUMN.","gaji dirut pertamina patra niaga diperkirakan mencapai rp21 miliar jika mengacu pada laporan keuangan perusahaan dan peraturan menteri bumn"
"ekonomi","Sejumlah lahan pertanian di Pulau Jawa dialihfungsikan untuk industri sampai perumahan sehingga lumbung pangan baru akan dibangun di luar Jawa.","sejumlah lahan pertanian di pulau jawa dialihfungsikan untuk industri sampai perumahan sehingga lumbung pangan baru akan dibangun di luar jawa"
"ekonomi","IHSG diprediksi melemah hari ini (27/2) karena indeks saham masih berpotensi mengalami tekanan jual lanjutan.","ihsg diprediksi melemah hari ini karena indeks saham masih berpotensi mengalami tekanan jual lanjutan"
"ekonomi","Presiden Prabowo resmikan Bank Emas Pegadaian dan BSI, BRI Group optimis tingkatkan PDB, lapangan kerja, dan devisa ekonomi nasional.","presiden prabowo resmikan bank emas pegadaian dan bsi bri group optimis tingkatkan pdb lapangan kerja dan devisa ekonomi nasional"
"ekonomi","Erick dalam kesempan ini mengamini BSI dan PT Pegadaian yang bersama PNM menginduk ke holding ultramikro BRI diberi penugasan terhadap Bank Emas tersebut.","erick dalam kesempan ini mengamini bsi dan pt pegadaian yang bersama pnm menginduk ke holding ultramikro bri diberi penugasan terhadap bank emas tersebut"
"ekonomi","Deposito emas di Pegadaian melesat hingga 300 kilogram dalam dua pekan setelah perusahaan dapat izin usaha layanan bank emas.","deposito emas di pegadaian melesat hingga kilogram dalam dua pekan setelah perusahaan dapat izin usaha layanan bank emas"
"ekonomi","BRI Menanam - Grow dan Green bantu pulihkan terumbu karang di Pulau Maratua, tingkatkan ekonomi nelayan, dan dorong ekowisata lewat konservasi berkelanjutan.","bri menanam grow dan green bantu pulihkan terumbu karang di pulau maratua tingkatkan ekonomi nelayan dan dorong ekowisata lewat konservasi berkelanjutan"
"ekonomi","Bahlil mendorong pendanaan dari Danantara pada tahap pertama untuk pembangunan kilang minyak dan tempat penyimpanan BBM.","bahlil mendorong pendanaan dari danantara pada tahap pertama untuk pembangunan kilang minyak dan tempat penyimpanan bbm"
"ekonomi","Erick menegaskan peralihan BUMN ke Danantara pada akhirnya mesti dilakukan seluruhnya bersamaan jika melihat contoh SWF negara lain.","erick menegaskan peralihan bumn ke danantara pada akhirnya mesti dilakukan seluruhnya bersamaan jika melihat contoh swf negara lain"
"ekonomi","Telkom hadirkan solusi AI inovatif untuk perkuat ekosistem digital nasional dan tingkatkan efisiensi di sektor industri Indonesia.","telkom hadirkan solusi ai inovatif untuk perkuat ekosistem digital nasional dan tingkatkan efisiensi di sektor industri indonesia"
"ekonomi","Menteri Koordinator Bidang Pangan Zulkifli Hasan menegaskan alokasi kredit usaha rakyat (KUR) untuk petani di 2025 sangat besar, yakni tembus Rp300 triliun.","menteri koordinator bidang pangan zulkifli hasan menegaskan alokasi kredit usaha rakyat kur untuk petani di sangat besar yakni tembus rp300 triliun"
"ekonomi","Erick menegaskan pembagian tugas dengan Bos Danantara Rosan akan menyesuaikan dengan ketentuan dalam UU BUMN.","erick menegaskan pembagian tugas dengan bos danantara rosan akan menyesuaikan dengan ketentuan dalam uu bumn"
"ekonomi","Sejumlah perusahaan penyedia bahan bakar minyak (BBM) di tanah air memastikan stok dalam kondisi aman menjelang musim mudik Lebaran 2025.","sejumlah perusahaan penyedia bahan bakar minyak bbm di tanah air memastikan stok dalam kondisi aman menjelang musim mudik lebaran"
"olahraga","Mohamed Salah tampil impresif bersama Liverpool pada musim ini. Ia pun kini ada di atas angin dalam pembicaraan soal perpanjangan kontrak.","mohamed salah tampil impresif bersama liverpool pada musim ini ia pun kini ada di atas angin dalam pembicaraan soal perpanjangan kontrak"
"olahraga","Elkan Baggott mendapatkan pujian dari media Inggris menjelang pengumuman pemain Timnas Indonesia untuk Kualifikasi Piala Dunia 2026 periode Maret 2025.","elkan baggott mendapatkan pujian dari media inggris menjelang pengumuman pemain timnas indonesia untuk kualifikasi piala dunia periode maret"
"olahraga","Alex Marquez mengalahkan Marc Marquez pada sesi practice MotoGP Thailand 2025. Sementara Francesco Bagnaia gagal lolos otomatis ke Q2 babak kualifikasi.","alex marquez mengalahkan marc marquez pada sesi practice motogp thailand sementara francesco bagnaia gagal lolos otomatis ke q2 babak kualifikasi"
"olahraga","Sebanyak 11 wakil Indonesia akan bertanding dalam turnamen Badminton Asia Championships 2025 yang akan berlangsung di Ningbo, China, 8-13 April mendatang.","sebanyak wakil indonesia akan bertanding dalam turnamen badminton asia championships yang akan berlangsung di ningbo china april mendatang"
