"topik","contentSnippet","preprocessedContent"
"ekonomi","Direktur BRI Sunarso menjelaskan dua alasan yang saling berhubungan terkait layanan Bank Emas Pegadaian yang diharapkan dapat mendorong PDB.","direktur bri sunarso menjelaskan alasan saling berhubungan terkait layanan bank emas pegadaian diharapkan mendorong pdb"
"ekonomi","Sritex didirikan pada 1966 di Pasar Klewer, Solo, Jateng. Raksasa tekstil ini pernah membuat seragam NATO, tetapi akhirnya tutup usai terlilit utang dan pailit.","sritex didirikan pasar klewer solo jateng raksasa tekstil pernah membuat seragam nato akhirnya tutup usai terlilit utang pailit"
"ekonomi","Harga minyak turun karena pasar ketakutan perlambatan ekonomi dan tarif impor AS hingga rencana OPEC+ untuk meningkatkan pasokan.","harga minyak turun pasar ketakutan perlambatan ekonomi tarif impor as hingga rencana opec meningkatkan pasokan"
"ekonomi","Sritex awalnya gagal membayar utang sehingga digugat PKPU oleh kreditur dan divonis pailit oleh pengadilan dan putusannya dikuatkan oleh MA.","sritex awalnya gagal membayar utang digugat pkpu kreditur divonis pailit pengadilan putusannya dikuatkan ma"
"ekonomi","Antrean di SPBU Shell tampak mengular. SPBU swasta ini mendadak ramai dan jadi 'primadona' pilihan masyarakat usai mencuat isu BBM oplosan.","antrean spbu shell tampak mengular spbu swasta mendadak ramai jadi primadona pilihan masyarakat usai mencuat isu bbm oplosan"
"ekonomi","Dirut ID Food Sis Apik berharap mendapat suntikan dana untuk mencapai swasembada pangan usai bergabung ke Danantara.","dirut id food sis apik berharap mendapat suntikan dana mencapai swasembada pangan usai bergabung danantara"
"ekonomi","Badan Pemeriksa Keuangan (BPK) mengungkapkan uang negara selama ini ternyata banyak mengendap di bank.","badan pemeriksa keuangan bpk mengungkapkan uang negara selama ternyata banyak mengendap bank"
"ekonomi","Sritex resmi menjadi milik kurator menyusul penutupan perusahaan pada Sabtu (1/3) besok. Seluruh karyawan di-PHK pada Rabu kemarin (26/2).","sritex resmi menjadi milik kurator menyusul penutupan perusahaan sabtu besok seluruh karyawan phk rabu kemarin"
"ekonomi","Sebagian masyarakat mungkin tengah menanti kabar pendaftaran CPNS 2025 kapan dibuka. Ketahui perkiraan waktunya untuk bersiap-siap.","sebagian masyarakat mungkin tengah menanti kabar pendaftaran cpns kapan dibuka ketahui perkiraan waktunya bersiap siap"
"ekonomi","Kemnaker mencatat karyawan yang terkena PHK massal Group Sritex mencapai 10 ribu. PHK terbanyak di pabrik Sukoharjo, yakni 8.504 buruh.","kemnaker mencatat karyawan terkena phk massal group sritex mencapai ribu phk terbanyak pabrik sukoharjo buruh"
"ekonomi","Nilai tukar rupiah dibuka melemah 0,59 persen ke Rp16.550 per dolar AS pada perdagangan pasar spot pada Jumat (28/2) pagi.","nilai tukar rupiah dibuka melemah persen rp16 per dolar as perdagangan pasar spot jumat pagi"
"ekonomi","Seluruh karyawan Sritex yang mencapai 8.400 orang terkena PHK pada Rabu (26/2) dan perusahaan akan tutup per 1 Maret 2025.","seluruh karyawan sritex mencapai orang terkena phk rabu perusahaan tutup per maret"
"ekonomi","Menteri Pariwisata (Menpar) Widiyanti Putri Wardhana melobi pihak hotel dan restoran agar tak melakukan pemutusan hubungan kerja (PHK) massal.","menteri pariwisata menpar widiyanti putri wardhana melobi pihak hotel restoran tak melakukan pemutusan hubungan kerja phk massal"
"ekonomi","Pemprov DKI Jakarta akan memperluas layanan transportasi umum gratis. Ada 15 golongan warga yang akan gratis naik Transjakarta, MRT dan LRT.","pemprov dki jakarta memperluas layanan transportasi umum gratis golongan warga gratis naik transjakarta mrt lrt"
"ekonomi","Cara cek lokasi faskes 1 BPJS Kesehatan tempat kita terdaftar cukup mudah. Peserta bisa mengeceknya secara online sehingga tak perlu repot ke kantor cabang.","cara cek lokasi faskes bpjs kesehatan tempat terdaftar cukup mudah peserta mengeceknya online tak perlu repot kantor cabang"
"ekonomi","Diskon 50 persen token listrik PLN berakhir hari ini (28/2). Token tak akan hangus meski diinput pada masa promo berakhir.","diskon persen token listrik pln berakhir hari token tak hangus meski diinput masa promo berakhir"
"ekonomi","Kisah kelam Chernobyl hingga Fukushima membayangi ambisi bangun PLTN di 2032. Bahayanya dinilai tidak setara dengan iming-iming energi murah berbasis nuklir.","kisah kelam chernobyl hingga fukushima membayangi ambisi bangun pltn bahayanya dinilai setara iming energi murah berbasis nuklir"
"ekonomi","Bulog memperkiran Indonesia akan surplus beras sekitar 2,6 juta pada Maret atau Ramadhan usai defisit sejak awal tahun.","bulog memperkiran indonesia surplus beras juta maret ramadhan usai defisit sejak awal tahun"
"ekonomi","Presiden Prabowo Subianto meresmikan layanan bank emas atau bullion bank pertama di Indonesia pada Rabu (27/2) kemarin.","presiden prabowo subianto meresmikan layanan bank emas bullion bank pertama indonesia rabu kemarin"
"ekonomi","Basuki Tjahaja Purnama (Ahok) mengaku bersedia untuk dimintai keterangan oleh Kejagung terkait kasus korupsi tata kelola minyak minyak mentah periode 2018-2023.","basuki tjahaja purnama ahok mengaku bersedia dimintai keterangan kejagung terkait kasus korupsi tata kelola minyak mentah periode"
"ekonomi","IHSG masih berpotensi mengalami tekanan hari ini (28/2), namun dampaknya diperkirakan akan lebih terbatas.","ihsg berpotensi mengalami tekanan hari dampaknya diperkirakan lebih terbatas"
"ekonomi","Menteri ESDM Bahlil Lahadalia meminta kepala daerah permudah izin perusahaan untuk eksplorasi migas demi mewujudkan misi Presiden Prabowo soal ketahanan energi.","menteri esdm bahlil lahadalia meminta kepala daerah permudah izin perusahaan eksplorasi migas mewujudkan misi presiden prabowo soal ketahanan energi"
"ekonomi","Disperinaker Sukoharjo menuturkan seluruh karyawan PT Sritex resmi terkena PHK per Rabu (26/2) menyusul perusahaan yang tutup total per tanggal 1 Maret 2025.","disperinaker sukoharjo menuturkan seluruh karyawan pt sritex resmi terkena phk per rabu menyusul perusahaan tutup total per tanggal maret"
"ekonomi","Gubernur Jawa Timur Khofifah Indar Parawansa mengimbau masyarakat untuk tidak panic buying jelang Ramadan.","gubernur jawa timur khofifah indar parawansa mengimbau masyarakat panic buying jelang ramadan"
"ekonomi","Cak Imin bersama Bahlil tengah merancang pola subsidi energi yang tepat buntut dugaan beredarnya BBM oplosan.","cak imin bersama bahlil tengah merancang pola subsidi energi tepat buntut dugaan beredarnya bbm oplosan"
"ekonomi","Pemadaman listrik besar-besaran melanda sejumlah daerah di Chile. Pemerintah mengumumkan keadaan darurat buntut masalah itu.","pemadaman listrik besar besaran melanda sejumlah daerah chile pemerintah mengumumkan keadaan darurat buntut masalah"
"ekonomi","Basuki Tjahaja Purnama alias Ahok buka suara soal kemungkinan dipanggil Kejaksaan Agung (Kejagung) dalam kasus impor minyak mentah.","basuki tjahaja purnama alias ahok buka suara soal kemungkinan dipanggil kejaksaan agung kejagung kasus impor minyak mentah"
"ekonomi","Kepala BGN Dadan Hindayana menegaskan program makan bergizi gratis (MBG) dibayar oleh badannya yang bersumber dari APBN.","kepala bgn dadan hindayana menegaskan program makan bergizi gratis mbg dibayar badannya bersumber apbn"
"ekonomi","Adik Presiden Prabowo Subianto, Hashim Djojohadikusumo menyebut Jerman ambil alih pimpinan JETP usai AS hengkang dari kemitraan tersebut.","adik presiden prabowo subianto hashim djojohadikusumo menyebut jerman ambil alih pimpinan jetp usai as hengkang kemitraan tersebut"
"ekonomi","Kementerian Ketenagakerjaan (Kemnaker) membantah banyak perusahaan sengaja melakukan pemutusan hubungan kerja (PHK) sebelum puasa.","kementerian ketenagakerjaan kemnaker membantah banyak perusahaan sengaja melakukan pemutusan hubungan kerja phk puasa"
"ekonomi","PT Jasa Raharja meraup laba bersih sebesar Rp1,3 triliun sepanjang 2024.","pt jasa raharja meraup laba bersih sebesar rp1 triliun sepanjang"
"ekonomi","Komisi XII DPR RI menegaskan pemerintah rutin melakukan uji lab untuk memastikan kualitas BBM yang beredar di lapangan sesuai dengan standar.","komisi xii dpr ri menegaskan pemerintah rutin melakukan uji lab memastikan kualitas bbm beredar lapangan sesuai standar"
"ekonomi","Cara membatalkan tiket kereta api secara online bisa dilakukan dengan dua cara, yakni melalui aplikasi KAI Access dan website resmi.","cara membatalkan tiket kereta api online dilakukan cara melalui aplikasi kai access website resmi"
"ekonomi","Menko Cak Imin menyebut lembaga zakat dan filantropi akan diwajibkan memakai Data Tunggal Sosial Ekonomi (DTSEN) milik pemerintah.","menko cak imin menyebut lembaga zakat filantropi diwajibkan memakai data tunggal sosial ekonomi dtsen milik pemerintah"
"ekonomi","Badan Pemeriksa Keuangan (BPK) tengah melakukan audit coretax alias sistem perpajakan canggih milik Indonesia senilai Rp1,3 triliun.","badan pemeriksa keuangan bpk tengah melakukan audit coretax alias sistem perpajakan canggih milik indonesia senilai rp1 triliun"
"ekonomi","Kemnaker berjanji akan mengumumkan kebijakan pemberian tunjangan hari raya (THR) pada pengemudi ojek online (ojol) paling lambat dua pekan lagi.","kemnaker berjanji mengumumkan kebijakan pemberian tunjangan hari raya thr pengemudi ojek online ojol paling lambat pekan"
"ekonomi","OJK mencatat perdagangan bursa karbon mencapai Rp76,56 miliar per 24 Februari 2025 atau setara dengan volume transaksi 1.557.326 ton CO2 ekuivalen.","ojk mencatat perdagangan bursa karbon mencapai rp76 miliar per februari setara volume transaksi ton co2 ekuivalen"
"ekonomi","Menteri ESDM Bahlil Lahadalia meminta masyarakat tak perlu khawatir dengan produk PT Pertamina (Persero) di tengah maraknya isu BBM oplosan.","menteri esdm bahlil lahadalia meminta masyarakat tak perlu khawatir produk pt pertamina persero tengah maraknya isu bbm oplosan"
"ekonomi","Kepala Badan Gizi Nasional (BGN) Dadan Hindayana mewajibkan penyedia makan bergizi gratis untuk mengupload makanan yang mereka akan sajikan di media sosial.","kepala badan gizi nasional bgn dadan hindayana mewajibkan penyedia makan bergizi gratis mengupload makanan sajikan media sosial"
"ekonomi","Kementerian Investasi/BKPM menyebut keberadaan Rosan Roeslani di Danantara dan BKPM penting demi konsolidasi cepat dua lembaga dalam genjot investasi.","kementerian investasi bkpm menyebut keberadaan rosan roeslani danantara bkpm penting konsolidasi cepat lembaga genjot investasi"
"ekonomi","Peserta BPJS Kesehatan mandiri yang merasa berhak menerima bantuan JKN-KIS dapat mengajukan diri menjadi peserta PBI. Namun ada syarat yang harus dipenuhi.","peserta bpjs kesehatan mandiri merasa berhak menerima bantuan jkn kis mengajukan diri menjadi peserta pbi syarat dipenuhi"
"ekonomi","Indeks harga saham gabungan (IHSG) ditutup merosot 1,83 persen ke 6.485,44 pada Kamis (27/2) sore.","indeks harga saham gabungan ihsg ditutup merosot persen kamis sore"
"ekonomi","Menteri ESDM Bahlil Lahadalia mengatakan HBA akan memberikan kepastian harga batu bara Indonesia yang lebih baik dibandingkan menggunakan harga acuan luar.","menteri esdm bahlil lahadalia mengatakan hba memberikan kepastian harga batu bara indonesia lebih baik dibandingkan menggunakan harga acuan luar"
"ekonomi","Kilang Cilacap PT Pertamina (Persero) mengalami kebakaran pada Kamis (27/2).","kilang cilacap pt pertamina persero mengalami kebakaran kamis"
"ekonomi","Menteri Keuangan Sri Mulyani akan menjadi salah satu anggota Dewan Pengawas Danantara.","menteri keuangan sri mulyani menjadi salah satu anggota dewan pengawas danantara"
"ekonomi","Rupiah ditutup di level Rp16.454 per dolar AS pada Kamis (27/2) atau melemah 0,45 persen dibandingkan penutupan perdagangan sebelumnya.","rupiah ditutup level rp16 per dolar as kamis melemah persen dibandingkan penutupan perdagangan sebelumnya"
"ekonomi","Karyawan Sritex mulai mengisi surat PHK agar bisa segera mengurus dana Jaminan Kehilangan Pekerjaan dan pesangon.","karyawan sritex mulai mengisi surat phk segera mengurus dana jaminan kehilangan pekerjaan pesangon"
"ekonomi","AS, China dan Rusia mengajukan proposal untuk membangun pembangkit nuklir di Indonesia, dengan bermitra dengan Kadin.","as china rusia mengajukan proposal membangun pembangkit nuklir indonesia bermitra kadin"
"ekonomi","BPK menyebut angka kerugian Rp193,7 triliun dalam dugaan kasus korupsi tata kelola minyak mentah masih sementara.","bpk menyebut angka kerugian rp193 triliun dugaan kasus korupsi tata kelola minyak mentah"
"ekonomi","Menteri ESDM Bahlil bakal sidak ke beberapa SPBU besok (28/2) untuk mengambil sample BBM buntut dugaan adanya bahan bakar oplosan yang beredar.","menteri esdm bahlil bakal sidak beberapa spbu besok mengambil sample bbm buntut dugaan adanya bahan bakar oplosan beredar"
"ekonomi","DPR menilai UU Migas sudah terlalu lama dan banyak aturan yang sudah tidak relevan, terutama terkait pengawasan sehingga kerap terjadi celah untuk curang.","dpr menilai uu migas terlalu lama banyak aturan relevan terutama terkait pengawasan kerap terjadi celah curang"
"ekonomi","DPR mendatangi SPBU Pertamina dan Shell yang ada di Cibubur, Depok, pada Kamis (27/2) untuk mengambil sampel BBM imbas adanya dugaan korupsi minyak mentah.","dpr mendatangi spbu pertamina shell cibubur depok kamis mengambil sampel bbm imbas adanya dugaan korupsi minyak mentah"
"ekonomi","Abon Cap Koki, UMKM Purbalingga, tunjukkan potensi tembus pasar global lewat inovasi produk dan partisipasi di BRI UMKM EXPO(RT) 2025.","abon cap koki umkm purbalingga tunjukkan potensi tembus pasar global lewat inovasi produk partisipasi bri umkm expo rt"
"ekonomi","Upah minimum di Provinsi Daerah Istimewa Yogyakarta (DIY) mengalami kenaikan pada 2025. Segini besaran UMP, UMK, dan UMSP Jogja 2025.","upah minimum provinsi daerah istimewa yogyakarta diy mengalami kenaikan segini besaran ump umk umsp jogja"
"ekonomi","Zulhas menyebut peran penelitian untuk menghasilkan bibit unggul padi hingga tebu amat dibutuhkan, bahkan negara lain sudah punya bibit GMO.","zulhas menyebut peran penelitian menghasilkan bibit unggul padi hingga tebu dibutuhkan bahkan negara punya bibit gmo"
"ekonomi","Ramadan Berbagi dari Electronic City terdiri dari berbagai program spesial, mulai pembagian takjil hingga program Ngabuburit (Ngabulin Kebutuhan dan Tetap Irit).","ramadan berbagi electronic city terdiri berbagai program spesial mulai pembagian takjil hingga program ngabuburit ngabulin kebutuhan tetap irit"
"ekonomi","Presdir Freeport Indonesia Tony Wenas mengungkap perusahaannya belum bisa mengekspor konsentrat tembaga karena izin belum terbit.","presdir freeport indonesia tony wenas mengungkap perusahaannya mengekspor konsentrat tembaga izin terbit"
"ekonomi","BPK mengungkap kelakuan nakal kementerian/lembaga (K/L), sebelum adanya perintah efisiensi dari Presiden Prabowo Subianto.","bpk mengungkap kelakuan nakal kementerian lembaga k l adanya perintah efisiensi presiden prabowo subianto"
"ekonomi","Pasar Tasik, salah satu tempat masyarakat ibu kota berburu fesyen mulai dari pakaian, alas kaki hingga gamis dan mukena ramai menjelang Ramadan 1466 Hijriah.","pasar tasik salah satu tempat masyarakat ibu kota berburu fesyen mulai pakaian alas kaki hingga gamis mukena ramai menjelang ramadan hijriah"
"ekonomi","Pemerintah memiliki Fasilitas Instalasi Karantina Hewan di Purwakarta yang bisa dipakai untuk mengarantina sapi impor asal Australia.","pemerintah memiliki fasilitas instalasi karantina hewan purwakarta dipakai mengarantina sapi impor asal australia"
"ekonomi","BBM Pertamina secara berkala diuji dan diawasi secara ketat oleh Kementerian ESDM melalui Balai Besar Pengujian Minyak dan Gas Bumi (LEMIGAS).","bbm pertamina berkala diuji diawasi ketat kementerian esdm melalui balai besar pengujian minyak gas bumi lemigas"
"ekonomi","Kepesertaan BPJS Kesehatan ada yang diperoleh dari perusahaan ataupun secara mandiri. Bagaimana jika tidak mampu membayar BPJS mandiri?","kepesertaan bpjs kesehatan diperoleh perusahaan ataupun mandiri bagaimana mampu membayar bpjs mandiri"
"ekonomi","Harga minyak naik hingga 0,3 persen usai Trump batalkan perjanjian lisensi Chevron di Venezuela, serta peluang damai Ukraina-Rusia.","harga minyak naik hingga persen usai trump batalkan perjanjian lisensi chevron venezuela peluang damai ukraina rusia"
"ekonomi","Erick memberi contoh SWF negara lain yang pengelolaannya bisa ditiru Danantara seperti Temasek Singapura hingga China Investment Corporation (CIC).","erick memberi contoh swf negara pengelolaannya ditiru danantara temasek singapura hingga china investment corporation cic"
"ekonomi","Bos PT Pegadaian Damar Latri Setiawan mengatakan dengan menjadi nasabah Bank Emas, masyarakat bisa untung dari imbal jasa dan bunga emas.","bos pt pegadaian damar latri setiawan mengatakan menjadi nasabah bank emas masyarakat untung imbal jasa bunga emas"
"ekonomi","Kehadiran bank emas memicu Freeport terus menambah produksi emas untuk kebutuhan nasional sehingga mengurangi ketergantungan impor emas.","kehadiran bank emas memicu freeport terus menambah produksi emas kebutuhan nasional mengurangi ketergantungan impor emas"
"ekonomi","DJP menyebut Eks Kepala Kanwil Pajak Jakarta Khusus Muhammad Haniv yang kini jadi tersangka gratifikasi sudah tak aktif sejak Januari 2019.","djp menyebut eks kepala kanwil pajak jakarta khusus muhammad haniv kini jadi tersangka gratifikasi tak aktif sejak januari"
"ekonomi","Nilai tukar rupiah dibuka turun 0,15 persen ke posisi Rp16.405 per dolar AS pada perdagangan pasar spot pada Kamis (27/2) pagi.","nilai tukar rupiah dibuka turun persen posisi rp16 per dolar as perdagangan pasar spot kamis pagi"
"ekonomi","Tony Wenas menyebut perusahaan gaji karyawan, biaya operasional dan pengeluaran lain yang menggunakan dolar hasil ekspor.","tony wenas menyebut perusahaan gaji karyawan biaya operasional pengeluaran menggunakan dolar hasil ekspor"
"ekonomi","Menko Pangan Zulhas menyebut harga cabai jelang Ramadhan tembus Rp62 ribu. Mahalnya harga cabai mempengaruhi inflasi.","menko pangan zulhas menyebut harga cabai jelang ramadhan tembus rp62 ribu mahalnya harga cabai mempengaruhi inflasi"
"ekonomi","Bank emas dapat memperkuat stabilitas ekonomi dan memperkuat cadangan devisa meski ekonom mewanti-wanti potensi fraud hingga likuiditas emas.","bank emas memperkuat stabilitas ekonomi memperkuat cadangan devisa meski ekonom mewanti wanti potensi fraud hingga likuiditas emas"
"ekonomi","Gaji dirut Pertamina Patra Niaga diperkirakan mencapai Rp21,8 miliar jika mengacu pada laporan keuangan perusahaan dan peraturan menteri BUMN.","gaji dirut pertamina patra niaga diperkirakan mencapai rp21 miliar mengacu laporan keuangan perusahaan peraturan menteri bumn"
"ekonomi","Sejumlah lahan pertanian di Pulau Jawa dialihfungsikan untuk industri sampai perumahan sehingga lumbung pangan baru akan dibangun di luar Jawa.","sejumlah lahan pertanian pulau jawa dialihfungsikan industri perumahan lumbung pangan baru dibangun luar jawa"
"ekonomi","IHSG diprediksi melemah hari ini (27/2) karena indeks saham masih berpotensi mengalami tekanan jual lanjutan.","ihsg diprediksi melemah hari indeks saham berpotensi mengalami tekanan jual lanjutan"
"ekonomi","Presiden Prabowo resmikan Bank Emas Pegadaian dan BSI, BRI Group optimis tingkatkan PDB, lapangan kerja, dan devisa ekonomi nasional.","presiden prabowo resmikan bank emas pegadaian bsi bri group optimis tingkatkan pdb lapangan kerja devisa ekonomi nasional"
"ekonomi","Erick dalam kesempan ini mengamini BSI dan PT Pegadaian yang bersama PNM menginduk ke holding ultramikro BRI diberi penugasan terhadap Bank Emas tersebut.","erick kesempan mengamini bsi pt pegadaian bersama pnm menginduk holding ultramikro bri diberi penugasan bank emas tersebut"
"ekonomi","Deposito emas di Pegadaian melesat hingga 300 kilogram dalam dua pekan setelah perusahaan dapat izin usaha layanan bank emas.","deposito emas pegadaian melesat hingga kilogram pekan perusahaan izin usaha layanan bank emas"
"ekonomi","BRI Menanam - Grow dan Green bantu pulihkan terumbu karang di Pulau Maratua, tingkatkan ekonomi nelayan, dan dorong ekowisata lewat konservasi berkelanjutan.","bri menanam grow green bantu pulihkan terumbu karang pulau maratua tingkatkan ekonomi nelayan dorong ekowisata lewat konservasi berkelanjutan"
"ekonomi","Bahlil mendorong pendanaan dari Danantara pada tahap pertama untuk pembangunan kilang minyak dan tempat penyimpanan BBM.","bahlil mendorong pendanaan danantara tahap pertama pembangunan kilang minyak tempat penyimpanan bbm"
"ekonomi","Erick menegaskan peralihan BUMN ke Danantara pada akhirnya mesti dilakukan seluruhnya bersamaan jika melihat contoh SWF negara lain.","erick menegaskan peralihan bumn danantara akhirnya mesti dilakukan seluruhnya bersamaan melihat contoh swf negara"
"ekonomi","Telkom hadirkan solusi AI inovatif untuk perkuat ekosistem digital nasional dan tingkatkan efisiensi di sektor industri Indonesia.","telkom hadirkan solusi ai inovatif perkuat ekosistem digital nasional tingkatkan efisiensi sektor industri indonesia"
"ekonomi","Menteri Koordinator Bidang Pangan Zulkifli Hasan menegaskan alokasi kredit usaha rakyat (KUR) untuk petani di 2025 sangat besar, yakni tembus Rp300 triliun.","menteri koordinator bidang pangan zulkifli hasan menegaskan alokasi kredit usaha rakyat kur petani sangat besar tembus rp300 triliun"
"ekonomi","Erick menegaskan pembagian tugas dengan Bos Danantara Rosan akan menyesuaikan dengan ketentuan dalam UU BUMN.","erick menegaskan pembagian tugas bos danantara rosan menyesuaikan ketentuan uu bumn"
"ekonomi","Sejumlah perusahaan penyedia bahan bakar minyak (BBM) di tanah air memastikan stok dalam kondisi aman menjelang musim mudik Lebaran 2025.","sejumlah perusahaan penyedia bahan bakar minyak bbm tanah air memastikan stok kondisi aman menjelang musim mudik lebaran"
"olahraga","Mohamed Salah tampil impresif bersama Liverpool pada musim ini. Ia pun kini ada di atas angin dalam pembicaraan soal perpanjangan kontrak.","mohamed salah tampil impresif bersama liverpool musim kini atas angin pembicaraan soal perpanjangan kontrak"
"olahraga","Elkan Baggott mendapatkan pujian dari media Inggris menjelang pengumuman pemain Timnas Indonesia untuk Kualifikasi Piala Dunia 2026 periode Maret 2025.","elkan baggott mendapatkan pujian media inggris menjelang pengumuman pemain timnas indonesia kualifikasi piala dunia periode maret"
"olahraga","Alex Marquez mengalahkan Marc Marquez pada sesi practice MotoGP Thailand 2025. Sementara Francesco Bagnaia gagal lolos otomatis ke Q2 babak kualifikasi.","alex marquez mengalahkan marc marquez sesi practice motogp thailand francesco bagnaia gagal lolos otomatis q2 babak kualifikasi"
"olahraga","Sebanyak 11 wakil Indonesia akan bertanding dalam turnamen Badminton Asia Championships 2025 yang akan berlangsung di Ningbo, China, 8-13 April mendatang.","sebanyak wakil indonesia bertanding turnamen badminton asia championships berlangsung ningbo china april mendatang"
"olahraga","Persipura Jayapura berhasil mengalahkan Persibo Bojonegoro dengan skor 2-1 dalam laga playoff degradasi Liga 2. Boaz Solossa cetak gol kemenangan di laga ini.","persipura jayapura berhasil mengalahkan persibo bojonegoro skor laga playoff degradasi liga boaz solossa cetak gol kemenangan laga"
"olahraga","Pembalap Indonesia, Mario Aji, meraih hasil practice terbaiknya di kelas Moto2 setelah merebut posisi empat pada sesi practice Moto2 Thailand 2025.","pembalap indonesia mario aji meraih hasil practice terbaiknya kelas moto2 merebut posisi empat sesi practice moto2 thailand"
"olahraga","Federasi Sepak Bola Australia (FA) akan menjual tiket tambahan pertandingan Australia vs Indonesia pada 3 Maret mendatang.","federasi sepak bola australia fa menjual tiket tambahan pertandingan australia vs indonesia maret mendatang"
"olahraga","Penyerang Persib Bandung, David da Silva, mengaku Surabaya selalu menjadi rumah kedua baginya jelang laga kontra Persebaya.","penyerang persib bandung david da silva mengaku surabaya selalu menjadi rumah kedua baginya jelang laga kontra persebaya"
"olahraga","Pengamat sepak bola asal Malaysia, Keeshaanan Sundaresan, memuji langkah PSSI merekrut Jordi Cruyff untuk menjadi penasihat teknis Timnas Indonesia.","pengamat sepak bola asal malaysia keeshaanan sundaresan memuji langkah pssi merekrut jordi cruyff menjadi penasihat teknis timnas indonesia"
